Hotel_ID,Hotel_Name,Address,State,Phone,Fax,Email,Website,Type,Rooms
264,Hotel Moonlit Regency,"""4, Lane JunctionVengallor Muvatupuzha Road, Thodupuzha Idukki District-685584, KERALA""",KERALA,04862-229936/229937,04862-229938,info@moonlitregency.com/hotelmoonlit@ymail.com,,4 Star,22
265,Hotel Sky Pearl,"""Chovva, Kannur - 670006, KERALA""",KERALA,0479-5265060,0479-2786443,hotelskypearl@gmail.com,,4 Star,28
266,The Royal Fort,"""Hospital JunctionKundara P.O., Kollam Dist. - 691501, KERALA""",KERALA,0474-2520001-02-03,0474-2520004,info@theroyalfort.com,www.theroyalfort.com,4 Star,12
267,Hotel Soorya Galaxy,"""(A Unit of Sreebala Divelopers & Hotel Pvt. Ltd.)13/158 A, Calicut Road, Cheruvannur, P.O. Feroke, Calicut - 673731, KERALA""",KERALA,0495-2485150/2485240,0495-2455330,sooryagalaxy@gmail.com,,4 Star,12
268,Cochin Seaport Hotel,"""Thekken MalipuramVypin, Cochin - 682 508, KERALA""",KERALA,9846032737,0484-2503757,seaporthotels@gmail.com,www.cochinseaporthotel.com,4 Star,25
269,The Avenue Regent,"""39/2026,M.G. Road, Kochi, KERALA""",KERALA,4842377977,484237529,avenueregent@avenuehotels.in,,4 Star,55
270,Spice Village,"""Thekkady - Kumily Road, Thekkady - 685536, KERALA""",KERALA,04869-224514,04869-222317,spicevillage@cghearth.com,www.cghearth.com,4 Star,52
271,Hotel Midhila Regency,"""Midhila Regncy Cherplassery Hotels Pvt.Ltd.Pattambi road, Cherpulassery Palakkad Dist., kerala, KERALA""",KERALA,,,maltidutta50@yahoo.com,,4 Star,10
272,Hotel Soorya Swagat,"""Pudussery EastPalakkad, Walayar, KERALA""",KERALA,4912863100,4912863103,www.sooryaswagath.in,,4 Star,14
273,The Hotel Elegance,"""Karuvanchal POThalimapram, Kannur, KERALA""",KERALA,4602247400,460247400,maltidutta50@yahoo.com,,4 Star,13
274,K R Grand Residency,"""Parayil Market RoadKunnamkulam, Thrissur, KERALA""",KERALA,4885211563,,maltidutta50@yahoo.com,,4 Star,14
275,Hotel Dona Castle,"""(Unit of Sunny Jacob Builders & Developers Pvt. Ltd.)Kottamukku, Kollam, KERALA""",KERALA,4742766669,4742760099,donacastle@gmail.com,www.hoteldonacastle.com,4 Star,31
276,Hotel Fairmont,"""S.H. Mount,M.C. Road, Kottayam, KERALA""",KERALA,4812569256,4812569246,info@hotelfairmont.in,www.hotelfairmont.in,4 Star,30
277,Hotel Anandha Inn Pvt. Ltd.,"""NO-154S.V PATEL ROAD, PONDICHERRY, KERALA""",KERALA,4132233000,4132331241,checkin@anandhainn.com,www.anandhainn.com,4 Star,70
278,Niya Regency,"""Elthuruth Junction,Chettupuzha P.O., Thrissur, KERALA""",KERALA,4872363667,4872363667,niyaregency@gmail.com,www.niyaregency.com,4 Star,20
279,The South Park,"""(Unit of Kerala Hotels Pvt. Ltd.)M.G. Road, Trivandrum - 695 034, KERALA""",KERALA,"0471-2333333, 324233",0471-2331861,reservations@thesouthpark.com,www.thesouthpark.com,4 Star,82
280,Uday Samudra Leisure Beach Hotel,"""G.V.Raja Road,Samudra Beach Kovalam, Trivandrum, KERALA""",KERALA,1246563228,1246563174,toshali@nde.vsnal.net.in,www.toshalinet.com,4 Star,50
281,SEASONS SERVICE APARTMENTS,"""S. NO-128/2/3/6/7/2/2/128/A1,SANEWADI AUNDH, PUNE, Malad, MAHARASHTRA""",MAHARASHTRA,2040009999,2040009888,info@seasonsaundh.com,,4 Star,46
282,HOTEL BAWA INTERNATIONAL,"""NEHRU ROAD EXTN.NEAR DOMESTIC AIRPORT VILE PARLE (E), Mumbai, MAHARASHTRA""",MAHARASHTRA,2226113636,2226107096,mail.bawaintl@vsnl.com,,4 Star,76
283,Hotel Courtyard By Marriott,"""International Airport,CTS No. 215, Andheri Kurla Road, Andheri (East), Mumbai, MAHARASHTRA""",MAHARASHTRA,2261479922,2261479944,reservations.mumbai@courtyard.com,,4 Star,282
284,Hotel Midtown Pritam,"""DharamputraPritam Estate Dr.Ambedkar Road, Dadar T.T, Mumbai-400014, MAHARASHTRA""",MAHARASHTRA,022-24145555/6580663,022-24143388,reservations@pritamhotels.com,www.pritamhotels.com,4 Star,60
285,Hotel Trident,"""C-56, G-Block,Bandra Kurla Complex, Mumbai, MAHARASHTRA""",MAHARASHTRA,2266727777,2266727788,reservations@tridenthotels.com,tridenthotels.com,4 Star,436
286,Hotel Tunga Regale,"""Plot No. 31, Phase IIMIDC, Central Road, Andheri (East), Mumbai - 400093, MAHARASHTRA""",MAHARASHTRA,022-66726672,022-66726666,regale@tungahotels.com,www.tungahotels.com,4 Star,54
287,Ramee Guestline Hotel,"""Plot No. 3Kohinoor Road, Dadar (East), Mumbai - 400014, MAHARASHTRA""",MAHARASHTRA,022-24177900/2411565,022-24127503,mumbai.dadar@rameeguestlinehotels.com,www.ramee-group.com,4 Star,58
288,"K. Raheja Corp. Pvt. Ltd. ""The Resort""","""11,Aksa Beach,Malad (West), Mumbai - 400 095, MAHARASHTRA""",MAHARASHTRA,022-28447777,022-28804444 - 28818,resv@theresortmumbai.com/the_resort@vsnl.com,,4 Star,94
289,Hotel Sagar Plaza,"""1Bund Garden Road, Pune - 411001, MAHARASHTRA""",MAHARASHTRA,020-26205000,020-26122633,reservations@hotelsagarplaza.com/info@hotelsagarplaza.com,www.hotelsagarplaza.com,4 Star,76
290,The Central Park Hotel,"""Bund Garden RoadNear Council Hall, Pune - 411 001, MAHARASHTRA""",MAHARASHTRA,022-66641000,022-66641010,reservations@thecentralparkhotel.com,www.thecentralparkhotel.com,4 Star,74
291,Holiday Inn Mumbai International Airport,"""721/1,721/A,721/B of Mohali VillageAndhri Kurla Road, Sakinaka junction, Mumbai, MAHARASHTRA""",MAHARASHTRA,2240851800,2240851828,maltidutta50@yahoo.com,,4 Star,225
292,The Emerald,"""(Hotel & Executive Apartment)Mumbai Next to Juhu Tara Road, Opp. Hotel Sea Princess, B.R. Chopra's Bungalow, Santacruz (West), Mumbai-400049, MAHARASHTRA""",MAHARASHTRA,022-67144000,022-67144005,info@theemerald.com,www.theemerald.com,4 Star,56
293,Hotel Polo Tower,"""Oakland RoadPolo Grounds, Shillong - 793001, MEGHALAYA""",MEGHALAYA,0364-2222341-42,0364-2220090,hptfo@rediffmail.com,www.hotelpolotowers.com,4 Star,50
294,M.K.HOTEL,"""DISTRICT SHOPPING CENTRE,RANJIT AVENUE, Amritsar, PUNJAB""",PUNJAB,1832504610,1832507910,MKHOTEL123@SANCHARNET.IN,www.mkhotel.com,4 Star,75
295,THE MAYA HOTEL (Maya Inns Ltd.),"""JALANDHAR CITYEH-178,CIVIL LINES,NEAR BMC CROSSIN, JALANDHAR CITY-144001, PUNJAB""",PUNJAB,0181 4688700/22,1812452301,mayajal@mayahotels.in,http://www.mayahotels.in,4 Star,53
296,Hotel Ritz Plaza,"""45The Mall, Amritsar - 143001, PUNJAB""",PUNJAB,0183-2562836-39,0183-2226657,ritzhotel@vsnl.com/info@ritzhotel.in,www.titzhotel.in,4 Star,41
297,"Country In & Suites, Ajmer","""Ansal's Sushant City, Village Gegalkishangarh-Ajmer Road, Ajmer, RAJASTHAN""",RAJASTHAN,1456623456,1456623466,maltidutta50@yahoo.com,,4 Star,71
298,The Royal Plaza,"""Shyari - GangtokEast sikkim, Gangtok -737102, SIKKIM""",SIKKIM,03592-280232,03592-281112,trp@sarovarhotels.com,www.theroyalplazahotel.com,4 Star,58
299,The Residency Towers,"""Sir Thyagaraya RoadT. Nagar, Chennai - 600 017, TAMIL NADU""",TAMIL NADU,044-28156363,044-28156969,restowers@vsnl.net,www.theresidency.com,4 Star,174
300,Hotel Sangam ,"""Collectors Office Road , Tiruchirapalli , TAMIL NADU""",TAMIL NADU,4312414700,431241779,hotelsangam@vsnl.com,www.hotelsangam.com,4 Star,76
301,Quality Inn Sabari,"""29,Thirumalai Pillai RoadT. Nagar, Chennai, TAMIL NADU""",TAMIL NADU,4428343030,4428345868,sabariinn@sabarihotels.com,,4 Star,72
302,The Savera Hotel,"""No. 146, Dr. Radhakrishnan SalaiMylapore, Chennai - 600 004, TAMIL NADU""",TAMIL NADU,044 -28114700,044 -28113475,hotsave@md2.vsnl.net.in,www.saverahotel.com,4 Star,230
303,Hotel Raj Park (P) Ltd.,"""180, T.T.K. Road Alwarpet,Chennai - 600018, TAMIL NADU""",TAMIL NADU,044-42257777,044-24990749,reservation@rajparkchennai.com,www.rajpark.com,4 Star,89
304,Fortune Inn Grazia,"""(Unit of Angel Baby Products Pvt. Ltd) Plot NO.1 A, Block - 1Sector - 27 Noida, UTTAR PRADESH""",UTTAR PRADESH,1203988444,1203380144,gm.roc.nm@royalorchidhotels.com,royalorchidhotels.com,4 Star,42
305,Country Inn & Suites by Carlson - Haridwar,"""( Unit of Sens Udyog Pvt. Ltd.)Haripurkalan, Raiwala, Motichur, Haridwar - Rishikesh Highway, Haridwar, Dist. Dehradun - 249205, UTTARAKHAND""",UTTARAKHAND,0135-2485900,0135-2485901,reservations@cisharidwar.com,,4 Star,56
306,The Peerless Inn,"""12J. L. Nehru Road, Kolkata - 700 013, WEST BENGAL""",WEST BENGAL,033-44003900,033-22281270,pik@sarovarhotels.com,www.peerlesshotels.com,4 Star,122
