Car_ID,Class,Price,Capacity
BH 8071 DE,Mini,359,4
BH 3271 DJ,Sedan,465,5
BH 5958 CH,Mini,260,4
BH 0575 MU,Mini,314,4
BH 7607 QS,Sedan,490,5
BH 7895 XT,Lux,1142,5
BH 0874 QW,SUV,498,7
BH 8903 VP,Mini,381,4
BH 7467 QB,Micro,229,2
BH 9508 EM,Lux,1201,5
BH 4619 KK,SUV,428,7
BH 1620 WW,Mini,275,4
BH 5587 BS,Lux,1441,5
BH 8153 ZZ,Mini,386,4
BH 0347 AP,Micro,296,2
BH 9393 RD,Lux,852,5
BH 5170 SS,Micro,174,2
BH 5678 KG,Lux,929,5
BH 4492 IW,Sedan,319,5
BH 6814 JX,Sedan,309,5
BH 0201 KC,SUV,433,7
BH 7499 ES,Sedan,333,5
BH 7465 OK,Lux,915,5
BH 3388 QY,Micro,157,2
BH 1501 DW,Mini,297,4
BH 2968 SS,Sedan,328,5
BH 0444 OZ,Lux,1459,5
BH 3826 YX,SUV,743,7
BH 0641 JU,SUV,410,7
BH 6498 MM,Sedan,423,5
BH 1328 CJ,SUV,489,7
BH 2896 DL,Micro,162,2
BH 5247 EG,Micro,292,2
BH 3320 TA,Mini,267,4
BH 5363 EV,Micro,279,2
BH 6831 DB,Sedan,406,5
BH 9075 CK,SUV,755,7
BH 6756 CR,SUV,695,7
BH 6350 TX,Micro,202,2
BH 6882 JF,Micro,154,2
BH 9564 QL,Sedan,310,5
BH 4269 VI,Lux,1509,5
BH 1154 HO,SUV,699,7
BH 5951 JJ,Lux,1090,5
BH 8475 ZM,Lux,1312,5
BH 5611 HN,Lux,1228,5
BH 0174 ZJ,SUV,664,7
BH 6930 UK,Micro,209,2
BH 2143 CK,Sedan,322,5
BH 3435 VH,SUV,706,7
BH 1309 VE,Sedan,447,5
BH 4996 HU,Mini,291,4
BH 0902 SX,Micro,174,2
BH 6709 DM,Micro,277,2
BH 0020 YC,SUV,514,7
BH 3294 IJ,Mini,268,4
BH 3530 JD,Sedan,340,5
BH 8261 HB,Mini,220,4
BH 3087 QY,Sedan,467,5
BH 4457 PG,Mini,295,4
BH 9456 ZP,Mini,200,4
BH 6848 SF,Micro,253,2
BH 1765 UO,Mini,258,4
BH 5723 BI,Micro,259,2
BH 2724 QT,Micro,298,2
BH 6141 VF,Micro,211,2
BH 8647 HX,Micro,277,2
BH 6648 DM,Lux,1342,5
BH 6276 SI,SUV,620,7
BH 6122 FZ,SUV,569,7
BH 4276 WE,Sedan,363,5
BH 0860 TO,Sedan,428,5
BH 1334 VZ,Micro,169,2
BH 4415 VQ,Micro,237,2
BH 8573 XJ,Sedan,479,5
BH 1381 FX,Sedan,385,5
BH 5210 VO,Lux,1122,5
BH 9200 HQ,Sedan,379,5
BH 4703 MY,Sedan,459,5
BH 3092 YK,SUV,472,7
BH 8536 VF,Micro,203,2
BH 1316 YK,Mini,268,4
BH 1406 YK,SUV,661,7
BH 8349 WW,Mini,257,4
BH 1176 FU,Mini,340,4
BH 0854 XX,Lux,1038,5
BH 8519 VE,Micro,161,2
BH 5571 AB,SUV,765,7
BH 1777 LV,Micro,226,2
BH 9007 FE,SUV,570,7
BH 6212 TL,Micro,163,2
BH 4125 JL,Lux,1173,5
BH 0807 YN,Mini,296,4
BH 3928 NF,Mini,214,4
BH 2700 SB,Sedan,404,5
BH 0017 JJ,Mini,296,4
BH 7280 BN,Mini,375,4
BH 2442 AX,Micro,214,2
BH 2526 KM,SUV,496,7
BH 2725 IT,Mini,316,4
BH 7639 KV,SUV,424,7
BH 3774 NA,SUV,750,7
BH 6910 RC,Sedan,322,5
BH 6710 BH,Micro,254,2
BH 8863 KX,Micro,261,2
BH 6000 MY,SUV,733,7
BH 5381 JC,SUV,427,7
BH 1503 KO,Sedan,478,5
BH 7932 FJ,SUV,413,7
BH 5358 YI,Lux,1491,5
BH 8294 TD,SUV,751,7
BH 1394 YZ,SUV,733,7
BH 7626 QX,SUV,519,7
BH 0348 CN,Mini,331,4
BH 7898 UC,Sedan,456,5
BH 3273 PD,Sedan,412,5
BH 2824 QK,SUV,643,7
BH 9304 XY,Lux,910,5
BH 7307 WC,Sedan,397,5
BH 2857 KC,SUV,740,7
BH 4807 CO,Lux,1192,5
BH 2102 VC,Micro,156,2
BH 5757 VD,Mini,377,4
BH 3810 HL,SUV,601,7
BH 2389 KD,Micro,209,2
BH 6919 ZK,Sedan,367,5
BH 1088 XY,SUV,451,7
BH 9121 FU,Micro,209,2
BH 8516 VL,Micro,246,2
BH 0796 JW,Mini,355,4
BH 4682 LH,Micro,154,2
BH 5491 TO,SUV,666,7
BH 3094 YN,Lux,1375,5
BH 7591 CA,Micro,274,2
BH 7385 WV,Sedan,307,5
BH 5693 RR,Mini,208,4
BH 7372 VB,Sedan,482,5
BH 6449 YD,Mini,242,4
BH 0728 IU,Sedan,354,5
BH 2092 GZ,Mini,345,4
BH 4366 KB,Mini,376,4
BH 6712 HT,Sedan,481,5
BH 7047 II,SUV,718,7
BH 4267 GN,Mini,389,4
BH 5454 VB,Mini,231,4
BH 2572 FU,Lux,1139,5
BH 6721 YD,SUV,654,7
BH 8535 BZ,Lux,1318,5
BH 9849 JH,Micro,172,2
BH 0327 NU,Lux,1131,5
BH 8303 DS,Mini,285,4
BH 2310 VK,Sedan,395,5
BH 7061 AV,Sedan,426,5
BH 8091 OO,Mini,287,4
BH 0075 MV,Lux,981,5
BH 9480 NH,Lux,1096,5
BH 8986 PN,Mini,382,4
BH 1693 GK,Micro,267,2
BH 8564 UQ,Micro,245,2
BH 9025 UW,SUV,713,7
BH 3357 LA,Sedan,482,5
BH 4250 AU,Mini,276,4
BH 4787 ZR,Mini,289,4
BH 2576 XY,Mini,249,4
BH 8106 UV,Sedan,362,5
BH 6113 TQ,Lux,1037,5
BH 8770 QG,Mini,340,4
BH 1146 SN,Lux,1126,5
BH 6811 CU,Mini,395,4
BH 5285 AC,Lux,1474,5
BH 4287 ES,Micro,260,2
BH 6020 UX,Sedan,481,5
BH 4663 XX,Sedan,499,5
BH 5922 DY,Micro,257,2
BH 3354 CG,SUV,451,7
BH 7794 PK,SUV,761,7
BH 7948 UJ,Lux,1243,5
BH 7420 MB,Lux,881,5
BH 1436 TE,Micro,227,2
BH 8047 MI,Micro,248,2
BH 5517 WL,Sedan,482,5
BH 8863 RR,Micro,237,2
BH 9554 FX,Mini,244,4
BH 1428 YL,Mini,227,4
BH 7676 FU,Micro,248,2
BH 2475 BX,Lux,1358,5
BH 2109 XF,SUV,559,7
BH 1793 KQ,Sedan,363,5
BH 9326 VI,Micro,202,2
BH 7960 GP,Mini,314,4
BH 9984 FQ,Sedan,310,5
BH 8169 WL,Sedan,364,5
BH 4525 MA,Mini,364,4
BH 2889 UQ,Lux,1400,5
BH 6635 MQ,Mini,223,4
BH 9570 ZC,Lux,1086,5
BH 0946 CL,SUV,743,7
BH 1398 SM,Lux,1252,5
BH 2759 XQ,Sedan,415,5
BH 6063 NE,Mini,344,4
BH 0663 GU,Sedan,385,5
BH 0348 UM,Sedan,462,5
BH 8312 DB,Mini,201,4
BH 2870 SN,Mini,226,4
BH 6850 TU,SUV,625,7
BH 2959 HV,Sedan,365,5
BH 5210 UE,Lux,1348,5
BH 5390 YW,Sedan,375,5
BH 7964 GV,Mini,307,4
BH 1009 YR,Micro,265,2
BH 8164 NF,Lux,1361,5
BH 2199 QY,SUV,552,7
BH 2668 CV,Lux,869,5
BH 7632 OE,Sedan,349,5
BH 3279 TX,Micro,234,2
BH 6228 AX,Sedan,489,5
BH 5745 KN,Lux,1382,5
BH 0680 VE,Lux,982,5
BH 9001 ZD,SUV,578,7
BH 4504 QK,Sedan,374,5
BH 9674 HO,Lux,1257,5
BH 8461 CJ,Lux,877,5
BH 4467 AQ,Mini,324,4
BH 9689 DQ,Mini,205,4
BH 0770 DI,SUV,622,7
BH 6591 JH,Mini,397,4
BH 7426 PZ,SUV,668,7
BH 2299 NK,Sedan,307,5
BH 3616 PC,Mini,354,4
BH 3386 QQ,Lux,962,5
BH 7573 SZ,SUV,797,7
BH 8999 ZS,Lux,1403,5
BH 1849 WJ,Sedan,356,5
BH 4356 RQ,Mini,334,4
BH 4616 JX,Micro,177,2
BH 4866 QC,Lux,1035,5
BH 7517 VP,Micro,174,2
BH 4829 RJ,Lux,1071,5
BH 6698 LQ,Sedan,471,5
BH 8757 ON,Sedan,471,5
BH 5252 EL,Sedan,384,5
BH 0884 OK,Micro,224,2
BH 5737 LT,Micro,155,2
BH 4991 AH,Micro,158,2
BH 9523 ZB,Mini,351,4
BH 1592 JX,Micro,184,2
BH 8995 MV,Mini,397,4
BH 6347 UH,Micro,196,2
BH 7088 RZ,SUV,554,7
BH 6996 EL,Micro,258,2
BH 5322 CH,SUV,451,7
BH 8713 LN,SUV,663,7
BH 5072 PC,Sedan,438,5
BH 0582 ZB,Mini,266,4
BH 5247 OQ,SUV,652,7
BH 1535 XZ,Micro,256,2
BH 0737 FN,Lux,1319,5
BH 6723 HS,Mini,397,4
BH 8422 JQ,Micro,253,2
BH 6984 RG,Micro,253,2
BH 1622 HD,Sedan,425,5
BH 5160 UY,SUV,652,7
BH 0201 RQ,Micro,262,2
BH 3212 AE,Micro,272,2
BH 4984 OZ,Mini,373,4
BH 6871 QL,Mini,310,4
BH 0132 MN,Mini,384,4
BH 9438 JK,Lux,1360,5
BH 9978 EM,Mini,296,4
BH 3970 VZ,Micro,268,2
BH 3032 JR,SUV,469,7
BH 5864 DE,Micro,165,2
BH 7181 VR,Sedan,437,5
BH 8907 FB,Lux,1146,5
BH 3691 JM,Micro,166,2
BH 2944 GA,Lux,1231,5
BH 6128 LJ,Micro,193,2
BH 6715 OJ,Micro,220,2
BH 7396 RI,Mini,260,4
BH 1215 XI,Sedan,489,5
BH 1796 YY,Sedan,332,5
BH 5246 CS,SUV,757,7
BH 2955 GZ,Micro,181,2
BH 0712 AC,Lux,940,5
BH 2235 FV,SUV,769,7
BH 9094 JL,Sedan,338,5
BH 1215 UQ,Lux,1198,5
BH 1240 TJ,Mini,251,4
BH 4438 SP,Lux,1154,5
BH 9418 TE,Lux,1297,5
BH 7311 DS,Micro,189,2
BH 1784 KK,SUV,747,7
BH 2361 NB,Lux,1099,5
BH 3446 CD,Lux,1496,5
BH 6482 MJ,Lux,1379,5
BH 3325 HX,Lux,1228,5
BH 0917 GO,Mini,365,4
BH 8327 EV,Lux,991,5
BH 8920 XO,Micro,164,2
BH 6701 ON,SUV,588,7
BH 4639 YR,Mini,266,4
BH 5162 AB,Mini,262,4
BH 6121 YH,SUV,753,7
BH 4138 NV,Mini,286,4
BH 0778 UY,Micro,171,2
BH 5543 UZ,Sedan,444,5
BH 9534 YG,Micro,190,2
BH 4391 QN,Sedan,358,5
BH 9642 LT,Micro,293,2
BH 6125 PE,Sedan,410,5
BH 5902 NJ,Lux,1491,5
BH 1307 FQ,Micro,193,2
BH 0624 EU,SUV,729,7
BH 6890 EL,Mini,342,4
BH 5073 OK,Mini,307,4
BH 2167 QS,SUV,677,7
BH 0860 SS,Mini,284,4
BH 8426 PI,Micro,271,2
BH 3209 DL,SUV,672,7
BH 7245 NB,Micro,215,2
BH 5980 JU,Micro,151,2
BH 8282 NZ,Sedan,424,5
BH 5769 FO,Lux,1391,5
BH 1566 PN,SUV,738,7
BH 6645 CQ,Mini,282,4
BH 0418 XY,Sedan,467,5
BH 0845 GO,SUV,753,7
BH 3426 MK,Mini,235,4
BH 9420 AY,Lux,860,5
BH 7137 BZ,Lux,1567,5
BH 6082 MO,SUV,417,7
BH 1878 CU,Sedan,455,5
BH 3720 VQ,Mini,343,4
BH 3241 VL,SUV,545,7
BH 5891 AI,SUV,523,7
BH 0446 BK,SUV,468,7
BH 3407 HM,Mini,281,4
BH 3590 NK,Lux,1260,5
BH 2337 FD,Sedan,381,5
BH 4089 NJ,Lux,1431,5
BH 7515 JP,Sedan,430,5
BH 0354 DG,Mini,317,4
BH 5706 PP,Mini,385,4
BH 3643 LB,Lux,1444,5
BH 1068 GA,Sedan,469,5
BH 8616 YY,Sedan,483,5
BH 7296 OH,Sedan,454,5
BH 3136 CI,Lux,1507,5
BH 2202 WW,Micro,174,2
BH 0793 KO,Sedan,492,5
BH 1335 TN,Sedan,398,5
BH 3547 WP,Sedan,446,5
BH 8715 IZ,Lux,1268,5
BH 6974 OC,SUV,782,7
BH 6116 RA,Micro,222,2
BH 5267 QB,Lux,1217,5
BH 4492 UG,Micro,179,2
BH 9771 XJ,Lux,1112,5
BH 2126 IG,Lux,971,5
BH 6918 EZ,Lux,1378,5
BH 0449 JO,Lux,1531,5
BH 8182 UE,Sedan,316,5
BH 8149 JG,Sedan,410,5
BH 3144 NM,Mini,308,4
BH 1367 IV,Mini,284,4
BH 6428 FJ,Lux,861,5
BH 1333 SP,Mini,303,4
BH 1334 DM,Micro,175,2
BH 1863 WY,Mini,329,4
BH 0713 TU,Sedan,395,5
BH 5512 LB,Sedan,305,5
BH 6501 NJ,Lux,1589,5
BH 0423 BO,Micro,166,2
BH 7595 LQ,SUV,473,7
BH 2220 BB,Micro,197,2
BH 6032 WH,SUV,715,7
BH 3496 NN,SUV,490,7
BH 2633 EA,Mini,305,4
BH 2340 EX,Lux,858,5
BH 0148 XD,Micro,154,2
BH 3055 WV,SUV,725,7
BH 0369 SV,Micro,250,2
BH 3250 DX,SUV,412,7
BH 2390 IB,Sedan,376,5
BH 8654 SD,Micro,266,2
BH 6637 YE,Micro,156,2
BH 9742 RH,Sedan,321,5
BH 1378 VC,Micro,167,2
BH 5869 BG,Mini,380,4
BH 9933 LQ,SUV,404,7
BH 6256 CA,Lux,1565,5
BH 0465 UQ,SUV,759,7
BH 2524 UL,Mini,330,4
BH 6978 NV,Lux,1584,5
BH 7686 JX,SUV,446,7
BH 5470 DC,Mini,388,4
BH 2712 JG,SUV,582,7
BH 4980 UR,Sedan,428,5
BH 1988 UV,Sedan,454,5
BH 6468 VS,Micro,274,2
BH 4872 EN,Mini,354,4
BH 5874 FA,Lux,972,5
BH 5441 KU,Lux,1570,5
BH 1392 VJ,Sedan,380,5
BH 6722 XA,Sedan,498,5
BH 1676 UA,Lux,1121,5
BH 7203 FN,SUV,682,7
BH 9812 HJ,Sedan,387,5
BH 8894 GH,Lux,1375,5
BH 8138 OU,Mini,309,4
BH 5601 IT,Mini,300,4
BH 0599 OQ,Micro,244,2
BH 6954 QM,Sedan,467,5
BH 3098 PH,Sedan,444,5
BH 1179 WH,Mini,395,4
BH 0121 QX,SUV,518,7
BH 4974 FK,SUV,411,7
BH 0219 LN,SUV,502,7
BH 9487 PU,SUV,538,7
BH 3180 JY,Micro,290,2
BH 4506 EK,Sedan,381,5
BH 7141 VN,SUV,793,7
BH 8057 LJ,Lux,1510,5
BH 2712 IL,Micro,186,2
BH 4302 TK,Micro,201,2
BH 5699 RP,Mini,288,4
BH 7261 CN,Micro,298,2
BH 1111 VS,Lux,805,5
BH 7276 ZF,SUV,713,7
BH 5151 MG,Mini,289,4
BH 7836 SV,Micro,152,2
BH 9203 YW,Mini,278,4
BH 3521 KK,SUV,584,7
BH 0919 RX,Sedan,402,5
BH 5995 FJ,Sedan,492,5
BH 2686 VV,Micro,297,2
BH 3958 LT,Lux,801,5
BH 4850 GW,Mini,340,4
BH 5698 JL,Lux,1011,5
BH 6840 WX,Sedan,420,5
BH 3302 EG,Mini,309,4
BH 7131 NF,Mini,379,4
BH 1651 OG,Sedan,402,5
BH 3844 OP,Micro,268,2
BH 0384 US,Lux,1056,5
BH 2226 YE,Lux,1161,5
BH 9823 LB,SUV,638,7
BH 1816 EA,SUV,785,7
BH 0843 NN,Mini,349,4
BH 9278 MD,SUV,714,7
BH 6661 PZ,SUV,508,7
BH 1102 RH,SUV,611,7
BH 6720 WL,Sedan,422,5
BH 5449 KT,Lux,967,5
BH 5144 HW,Sedan,471,5
BH 6528 LS,Mini,322,4
BH 8660 UW,Lux,1078,5
BH 3770 BH,Micro,191,2
BH 3275 XO,Micro,228,2
BH 7308 VP,Lux,889,5
BH 2817 VI,Sedan,353,5
BH 7619 HI,Lux,1398,5
BH 6975 UB,Sedan,389,5
BH 5902 PF,SUV,637,7
BH 9325 TE,SUV,440,7
BH 0495 ZB,Mini,285,4
BH 3961 NT,Lux,1189,5
BH 1241 QU,Mini,304,4
BH 1646 HT,Lux,1187,5
BH 6893 AJ,Sedan,455,5
BH 4068 RM,Micro,242,2
BH 2714 FU,Micro,262,2
BH 7058 KC,Mini,300,4
BH 7810 QG,Lux,1130,5
BH 1604 UX,Sedan,321,5
BH 6176 PK,Micro,150,2
BH 5472 SV,Micro,216,2
BH 5239 IQ,Lux,1555,5
BH 3022 CE,Mini,254,4
BH 1632 VE,Mini,270,4
BH 8848 AL,Lux,1502,5
BH 9125 IV,Mini,376,4
BH 9732 YT,Sedan,417,5
BH 7825 DR,Micro,180,2
BH 0018 ML,Mini,332,4
BH 8748 WA,Sedan,386,5
BH 3986 RZ,Micro,272,2
BH 1319 YH,Sedan,412,5
BH 1623 LN,Lux,1240,5
BH 3771 UG,Micro,300,2
BH 5009 HJ,Sedan,488,5
BH 1414 JZ,Lux,1093,5
BH 2952 SI,SUV,666,7
BH 5991 PG,Micro,259,2
BH 3917 PI,Sedan,424,5
BH 9684 AX,Mini,360,4
BH 1442 IY,Micro,261,2
BH 4742 GI,Sedan,351,5
BH 3689 CX,Sedan,372,5
BH 6280 VJ,Sedan,412,5
BH 4669 DL,Mini,294,4
BH 4462 WB,Sedan,490,5
BH 0116 EG,Lux,975,5
BH 0818 ZD,Lux,979,5
BH 3051 KY,Mini,383,4
BH 3402 OK,Sedan,449,5
BH 3953 KJ,SUV,731,7
BH 6526 GS,Sedan,454,5
BH 4189 EE,Micro,248,2
BH 2136 UE,Sedan,355,5
BH 1981 JT,Lux,1356,5
BH 7470 VZ,SUV,775,7
BH 2735 BC,Mini,380,4
BH 7154 XX,SUV,790,7
BH 3853 TS,Sedan,377,5
BH 8704 KF,Lux,1286,5
BH 0334 BV,Sedan,394,5
BH 6954 GE,Lux,1042,5
BH 8057 NE,Micro,155,2
BH 1774 ZE,Mini,240,4
BH 1311 XF,SUV,492,7
BH 9967 SJ,SUV,526,7
BH 3595 OS,SUV,762,7
BH 8624 JB,Mini,201,4
BH 1079 ME,Lux,800,5
BH 0437 SX,Mini,288,4
BH 9838 XP,Mini,230,4
BH 1922 JF,Micro,236,2
BH 6331 SE,Micro,299,2
BH 3785 TN,Micro,254,2
BH 0612 NV,Lux,1416,5
BH 1256 OM,SUV,444,7
BH 3166 CX,Lux,1551,5
BH 6034 HJ,Lux,848,5
BH 0991 MN,Sedan,442,5
BH 5158 QD,Lux,1120,5
BH 9271 KX,Sedan,357,5
BH 2006 VK,Mini,383,4
BH 2115 VV,Sedan,331,5
BH 2628 ZE,Micro,161,2
BH 9449 EH,Lux,1050,5
BH 7592 TW,Micro,284,2
BH 7725 QA,Sedan,312,5
BH 3171 BI,Micro,203,2
BH 0571 YC,Micro,229,2
BH 9452 IP,Lux,804,5
BH 2248 CG,Lux,1310,5
BH 3718 BA,SUV,622,7
BH 5338 ND,Mini,255,4
BH 0295 AP,SUV,621,7
BH 5790 YT,Sedan,414,5
BH 6451 RZ,Lux,860,5
BH 7331 ME,Micro,189,2
BH 9907 GO,SUV,735,7
BH 9231 ET,Micro,215,2
BH 0377 MO,Micro,252,2
BH 3313 TF,Lux,1075,5
BH 1518 AB,Sedan,355,5
BH 7802 PJ,Lux,807,5
BH 9621 GT,Micro,227,2
BH 3022 DE,Mini,319,4
BH 7433 XI,Sedan,405,5
BH 3778 KU,Micro,230,2
BH 0099 OQ,Micro,189,2
BH 8494 SB,Lux,1122,5
BH 7181 NF,Mini,241,4
BH 7202 QZ,Micro,234,2
BH 8035 GL,SUV,732,7
BH 2353 NH,Mini,270,4
BH 2546 BL,Lux,1564,5
BH 2527 XH,Sedan,493,5
BH 5161 MX,SUV,705,7
BH 7222 ME,Mini,379,4
BH 8568 AO,SUV,613,7
BH 7681 LD,Mini,281,4
BH 6514 YW,SUV,500,7
BH 6034 WJ,SUV,720,7
BH 1691 TL,Mini,282,4
BH 2363 PN,Sedan,484,5
BH 5290 QK,Micro,299,2
BH 1417 XQ,Micro,219,2
BH 9064 KY,Micro,294,2
BH 3874 AF,Lux,1263,5
BH 4757 NJ,Mini,357,4
BH 3639 JL,Mini,307,4
BH 2459 RM,SUV,586,7
BH 4108 RX,Mini,225,4
BH 2908 MO,Sedan,312,5
BH 3721 ES,Mini,285,4
BH 4423 GS,SUV,687,7
BH 9185 WO,Micro,234,2
BH 8086 SB,Lux,1505,5
BH 2119 SQ,Micro,250,2
BH 7314 LB,Lux,1088,5
BH 9654 IH,Sedan,446,5
BH 1845 SZ,Lux,1269,5
BH 1303 WG,Sedan,494,5
BH 3653 KX,SUV,585,7
BH 8315 ZE,Sedan,448,5
BH 1735 ZF,Lux,939,5
BH 8657 UH,Lux,1129,5
BH 0235 EG,Mini,266,4
BH 7905 BY,SUV,596,7
BH 5852 LV,Micro,244,2
BH 2643 JO,SUV,456,7
BH 9175 KW,Micro,293,2
BH 8901 VD,Mini,304,4
BH 6231 UY,Lux,1304,5
BH 8802 TF,Lux,804,5
BH 8383 CV,SUV,687,7
BH 0529 SD,Sedan,338,5
BH 8549 FL,Sedan,468,5
BH 9462 JU,Mini,387,4
BH 9199 IW,SUV,709,7
BH 5544 JV,Sedan,455,5
BH 5978 LA,Micro,162,2
BH 6809 IH,Sedan,406,5
BH 3588 AS,Lux,1119,5
BH 7246 OH,Lux,882,5
BH 1456 MS,Lux,1281,5
BH 0353 IX,Sedan,367,5
BH 1591 SD,Lux,1393,5
BH 3259 WW,Sedan,361,5
BH 9359 GA,Mini,319,4
BH 5467 RA,Mini,320,4
BH 5016 MV,SUV,461,7
BH 4639 IF,Lux,1325,5
BH 3697 ZJ,Micro,213,2
BH 4416 SR,Sedan,305,5
BH 8031 TG,Lux,862,5
BH 7234 TE,SUV,493,7
BH 4819 QJ,Mini,375,4
BH 6681 WL,Lux,1010,5
BH 2874 GM,Micro,293,2
BH 2590 EQ,Sedan,330,5
BH 0399 KG,Micro,154,2
BH 0211 AS,Micro,291,2
BH 5898 CU,Micro,241,2
BH 3294 OT,Mini,288,4
BH 0973 ZF,SUV,649,7
BH 8325 GR,Sedan,344,5
BH 8737 GW,SUV,599,7
BH 6909 PN,Mini,344,4
BH 8898 MB,SUV,659,7
BH 8087 WB,Micro,182,2
BH 6547 OX,Lux,927,5
BH 5558 BF,Mini,318,4
BH 1392 KD,Micro,187,2
BH 4508 LA,Lux,1508,5
BH 6806 QS,SUV,606,7
BH 9386 DE,Micro,294,2
BH 8325 DU,SUV,642,7
BH 9150 NC,Mini,366,4
BH 0439 JG,Sedan,444,5
BH 4954 QE,Mini,294,4
BH 6008 OT,Micro,231,2
BH 0337 YB,Lux,1213,5
BH 7255 EN,Lux,1385,5
BH 6543 EP,SUV,579,7
BH 3000 HN,Micro,211,2
BH 9324 LT,Lux,1150,5
BH 1765 ID,Mini,329,4
BH 3223 UO,Mini,397,4
BH 1131 FM,Mini,318,4
BH 5680 SF,SUV,712,7
BH 5222 GQ,Micro,228,2
BH 6211 KS,SUV,544,7
BH 4299 DU,Sedan,400,5
BH 1202 GL,Mini,344,4
BH 2126 UR,Lux,1184,5
BH 2195 CF,SUV,653,7
BH 1247 OW,Mini,216,4
BH 9710 RL,SUV,674,7
BH 6485 AI,Mini,260,4
BH 2831 FQ,Lux,1325,5
BH 3589 BB,Lux,935,5
BH 6659 DW,Sedan,454,5
BH 6445 AU,SUV,786,7
BH 8118 QZ,Lux,1265,5
BH 9722 YP,Micro,252,2
BH 9247 BU,Mini,268,4
BH 2740 XL,Sedan,348,5
BH 6425 FH,Sedan,387,5
BH 2212 EK,Lux,1062,5
BH 8257 FA,Lux,1600,5
BH 8151 CI,Sedan,361,5
BH 6369 QA,Mini,269,4
BH 4286 KT,Mini,394,4
BH 0992 TS,Lux,826,5
BH 4040 GQ,Mini,250,4
BH 1473 AG,Lux,1407,5
BH 2044 IR,Lux,1049,5
BH 6973 PT,Sedan,497,5
BH 0009 DT,Mini,236,4
BH 1756 AP,SUV,585,7
BH 4765 JI,Micro,160,2
BH 6321 OC,SUV,444,7
BH 8751 MW,SUV,765,7
BH 2628 UN,Micro,257,2
BH 0086 CT,Sedan,379,5
BH 4380 LX,Micro,190,2
BH 8810 BF,Lux,1451,5
BH 7370 QR,Lux,1258,5
BH 9435 OC,Sedan,403,5
BH 8659 BD,SUV,619,7
BH 6476 IG,Micro,178,2
BH 6020 HA,Micro,243,2
BH 0624 CW,Lux,1505,5
BH 0045 PW,Mini,326,4
BH 1711 QG,Mini,363,4
BH 2561 JQ,Sedan,470,5
BH 2285 UV,Mini,273,4
BH 4076 PE,Micro,275,2
BH 7614 WY,Mini,284,4
BH 0537 DU,Lux,1255,5
BH 3418 GV,Mini,249,4
BH 2035 BD,Lux,1242,5
BH 9267 JU,Sedan,317,5
BH 0609 HC,Micro,221,2
BH 8459 VS,SUV,717,7
BH 0460 DE,Sedan,344,5
BH 2465 EA,SUV,597,7
BH 1175 YH,Sedan,410,5
BH 9944 UC,Sedan,320,5
BH 3392 GD,Micro,201,2
BH 3637 KY,SUV,642,7
BH 0186 QB,Sedan,498,5
BH 5952 SE,Micro,244,2
BH 7617 ZC,SUV,662,7
BH 3100 BC,Lux,880,5
BH 0333 IP,Micro,262,2
BH 6685 QC,Lux,1295,5
BH 4129 YQ,Lux,1374,5
BH 5472 VS,Sedan,322,5
BH 0942 QR,Lux,1063,5
BH 1309 FL,SUV,482,7
BH 7603 TU,Lux,1331,5
BH 4510 KV,Lux,1265,5
BH 7012 XH,Sedan,473,5
BH 7561 PR,Mini,274,4
BH 3885 JJ,Micro,291,2
BH 9537 JZ,Mini,400,4
BH 1273 OJ,Mini,295,4
BH 0753 IL,Lux,1528,5
BH 1327 JU,Lux,1522,5
BH 1285 RT,Mini,231,4
BH 1374 WT,SUV,514,7
BH 1410 LL,Mini,204,4
BH 6596 TU,Sedan,460,5
BH 0970 ZY,SUV,536,7
BH 7441 XP,Micro,259,2
BH 3682 XQ,Lux,1085,5
BH 6754 DE,Lux,1032,5
BH 7814 JC,Micro,181,2
BH 3434 XI,Sedan,412,5
BH 5353 MU,Micro,172,2
BH 3916 IV,SUV,502,7
BH 9902 CQ,Mini,202,4
BH 2684 UQ,Sedan,313,5
BH 9953 XR,Lux,959,5
BH 8128 QI,Micro,220,2
BH 8900 OM,Mini,396,4
BH 5762 OK,Mini,277,4
BH 4738 KX,Sedan,409,5
BH 0811 TG,Micro,200,2
BH 6148 PI,Sedan,401,5
BH 3308 IL,Micro,199,2
BH 5933 LI,Micro,215,2
BH 7259 DA,Sedan,380,5
BH 7025 JY,Lux,1153,5
BH 2295 WI,Sedan,413,5
BH 3369 NS,Mini,217,4
BH 0936 TJ,Mini,217,4
BH 9916 YF,Micro,205,2
BH 7984 IW,Micro,154,2
BH 4943 MR,Mini,302,4
BH 7336 RF,Mini,272,4
BH 7195 RZ,Mini,386,4
BH 2824 UU,Lux,940,5
BH 8767 UN,Micro,282,2
BH 7413 UA,SUV,688,7
BH 7733 NI,Lux,1193,5
BH 9458 LJ,Sedan,353,5
BH 7583 BB,Lux,1230,5
BH 9400 SY,Mini,229,4
BH 4634 AG,Sedan,407,5
BH 7518 JD,Sedan,401,5
BH 7538 IX,Micro,161,2
BH 2145 DV,Micro,187,2
BH 5629 JK,Micro,208,2
BH 0907 GC,Lux,1276,5
BH 8707 FX,Micro,199,2
BH 4802 AG,Sedan,428,5
BH 0162 IK,Lux,1460,5
BH 4892 EG,SUV,485,7
BH 7569 NC,Mini,251,4
BH 0516 IS,SUV,409,7
BH 0021 MP,SUV,768,7
