Train_ID,Train_Name,Departure_ID,Arrival_ID,Departure_Time,Arrival_Time,Platform,Duration
2364,Bapudham Motihari - Qazigund Railway Station Express,174,56,2023-09-28 15:10:42,2023-09-29 05:31:42,3,861
2365,Barmer - Jamnagar Railway Station Express,111,382,2023-10-27 21:41:48,2023-10-28 07:21:48,6,580
2366,Solapur Railway Station - Goraul Railway Station Express,223,171,2023-10-29 12:06:40,2023-10-30 04:58:40,10,1012
2367,Akola Junction - Narwal Railway Station Express,226,60,2023-10-24 19:08:39,2023-10-25 11:12:39,3,964
2368,Dindigul Junction - Sopore Railway Station Express,335,53,2023-09-07 00:23:30,2023-09-07 16:36:30,2,973
2369,Varanasi Junction Railway Station - Shakurbasti Railway Station Express,79,38,2023-10-28 15:21:36,2023-10-29 06:27:36,8,906
2370,Malda Town Railway Station - Kapurthala Railway Station Express,248,211,2023-09-08 19:27:17,2023-09-09 07:16:17,4,709
2371,Kushinagar Railway Station - Malda Town Railway Station Express,94,248,2023-10-14 16:00:02,2023-10-15 02:18:02,7,618
2372,Delhi Sarai Rohilla Railway Station - Jhansi Junction Railway Station Express,30,85,2023-10-16 09:28:44,2023-10-17 02:22:44,9,1014
2373,Bhiwani Junction - Thivim Railway Station Express,21,399,2023-10-18 02:11:00,2023-10-18 18:49:00,2,998
2374,Jaunpur Junction Railway Station - Jalandhar City Railway Station Express,96,198,2023-09-23 16:21:35,2023-09-24 09:48:35,3,1047
2375,Tilak Nagar Railway Station - Darbhanga Junction Express,45,141,2023-09-17 19:56:52,2023-09-18 09:06:52,8,790
2376,Vadodara Junction - Sirohi Road Railway Station Express,378,114,2023-09-07 03:08:19,2023-09-07 20:46:19,4,1058
2377,Rohtak Junction - Samastipur Junction Express,19,173,2023-10-05 21:54:29,2023-10-06 08:19:29,4,625
2378,Dwarka Railway Station - Jalna Railway Station Express,393,235,2023-09-26 16:31:35,2023-09-27 03:30:35,9,659
2379,Secunderabad Junction - Vikasnagar Railway Station Express,295,136,2023-10-09 07:00:59,2023-10-09 23:01:59,2,961
2380,Kanpur Central Railway Station - Sikar Junction Express,78,105,2023-09-24 18:11:42,2023-09-25 04:34:42,7,623
2381,Thiruvalla Railway Station - Porbandar Railway Station Express,367,390,2023-10-03 00:38:50,2023-10-03 15:56:50,9,918
2382,Lumding Junction - Koppal Railway Station Express,280,271,2023-10-18 13:42:05,2023-10-18 23:01:05,1,559
2383,Kolkata Sealdah Railway Station - Bilasipara Junction Express,237,290,2023-09-26 21:59:42,2023-09-27 11:57:42,5,838
2384,Jodhpur Junction - Muzaffarpur Junction Express,98,159,2023-10-26 18:28:05,2023-10-27 09:58:05,4,930
2385,Barmer - Dhenkanal Railway Station Express,111,433,2023-10-28 16:38:44,2023-10-29 07:50:44,8,912
2386,Dumka Railway Station - Badgam Railway Station Express,194,58,2023-09-26 20:58:21,2023-09-27 08:49:21,9,711
2387,Bathinda Junction - Pernem Railway Station Express,207,401,2023-10-09 03:54:31,2023-10-09 12:57:31,4,543
2388,Jalgaon Junction - Cuddalore Junction Express,230,333,2023-10-11 17:44:37,2023-10-12 03:06:37,9,562
2389,Rangiya Junction - Hanumangarh Junction Express,294,115,2023-10-05 10:28:07,2023-10-05 21:32:07,10,664
2390,Punalur Railway Station - Asansol Junction Express,374,245,2023-09-04 08:15:11,2023-09-04 22:22:11,4,847
2391,Dindigul Junction - Daltonganj Railway Station Express,335,193,2023-10-24 02:20:46,2023-10-24 13:16:46,5,656
2392,Darbhanga Junction - Koderma Railway Station Express,161,189,2023-10-26 08:12:18,2023-10-26 17:48:18,3,576
2393,Badgam Railway Station - Colem Railway Station Express,73,410,2023-10-28 21:32:43,2023-10-29 08:59:43,8,687
2394,Majorda Railway Station - Thrissur Railway Station Express,414,360,2023-10-03 04:56:48,2023-10-03 18:26:48,9,810
2395,Patan Railway Station - Agartala Railway Station Express,386,436,2023-09-03 16:11:01,2023-09-04 03:46:01,5,695
2396,Kanoh Railway Station - Hoja Railway Station Express,132,287,2023-10-14 06:19:56,2023-10-14 15:32:56,7,553
2397,Prayagraj Junction Railway Station - Ara Junction Express,81,167,2023-09-22 22:59:47,2023-09-23 12:54:47,3,835
2398,Nuapada Road Railway Station - Bhagalpur Junction Express,435,160,2023-10-07 22:30:48,2023-10-08 15:54:48,8,1044
2399,Delhi Cantt Railway Station - Karimnagar Railway Station Express,32,298,2023-09-23 04:30:42,2023-09-23 19:32:42,3,902
2400,Varanasi Junction Railway Station - Karmali Railway Station Express,79,400,2023-10-17 11:53:17,2023-10-18 03:04:17,10,911
2401,Kalyan Junction - Tenali Junction Express,224,448,2023-10-25 18:48:39,2023-10-26 09:37:39,8,889
2402,Bokaro Steel City Railway Station - Kolhapur Railway Station Express,179,227,2023-09-02 20:19:09,2023-09-03 06:39:09,4,620
2403,Amravati Railway Station - Bhadravati Railway Station Express,229,270,2023-10-08 02:55:58,2023-10-08 15:12:58,10,737
2404,Howrah Junction - Curchorem Railway Station Express,251,409,2023-10-29 06:02:24,2023-10-29 19:40:24,9,818
2405,Bhusaval Junction - Banihal Railway Station Express,225,64,2023-10-26 06:12:22,2023-10-26 17:12:22,2,660
2406,Kozhikode Railway Station - Katra Railway Station Express,359,48,2023-10-20 02:20:13,2023-10-20 15:17:13,6,777
2407,Madgaon Junction - Gomoh Junction Railway Station Express,397,192,2023-10-06 05:35:25,2023-10-06 19:32:25,8,837
2408,Chikkamagaluru Railway Station - Rangiya Junction Express,274,294,2023-09-21 01:45:56,2023-09-21 19:42:56,8,1077
2409,Bhavnagar Terminus - New Bongaigaon Junction Express,381,281,2023-10-15 05:51:07,2023-10-15 22:49:07,9,1018
2410,Bargarh Road Railway Station - Taradevi Railway Station Express,353,135,2023-09-07 08:21:44,2023-09-07 21:04:44,5,763
2411,Ara Junction - Malda Town Railway Station Express,167,248,2023-10-14 07:19:42,2023-10-15 01:12:42,4,1073
2412,Adilabad Railway Station - Vellore Cantonment Railway Station Express,307,324,2023-10-03 20:10:23,2023-10-04 06:23:23,1,613
2413,Sanjuje Da Areyal Railway Station - Vapi Railway Station Express,403,388,2023-10-03 20:12:01,2023-10-04 06:47:01,1,635
2414,Sawai Madhopur Railway Station - Gaya Junction Express,112,158,2023-09-10 10:14:19,2023-09-10 20:40:19,2,626
2415,Bilha Railway Station - Valsad Railway Station Express,355,389,2023-09-22 20:01:17,2023-09-23 05:58:17,8,597
2416,Kakapora Railway Station - Chandrapura Railway Station Express,50,195,2023-10-15 09:26:08,2023-10-15 19:58:08,5,632
2417,Saharsa Junction - Kottayam Railway Station Express,144,361,2023-10-14 20:08:16,2023-10-15 11:45:16,3,937
2418,Nashik Road Railway Station - Katihar Junction Express,221,148,2023-09-29 03:05:36,2023-09-29 18:16:36,1,911
2419,Cuddalore Junction - Gomoh Junction Railway Station Express,333,185,2023-09-16 19:55:47,2023-09-17 12:26:47,2,991
2420,Mandawali-Chander Vihar Railway Station - Gurdaspur Railway Station Express,43,213,2023-10-08 01:06:33,2023-10-08 16:38:33,8,932
2421,Tilak Bridge Railway Station - Bhuj Railway Station Express,33,392,2023-10-20 12:33:20,2023-10-21 04:18:20,1,945
2422,Tirupati Main Railway Station - Vizianagaram Junction Express,441,447,2023-10-06 00:33:28,2023-10-06 12:55:28,1,742
2423,Korba Railway Station - Hazaribagh Road Railway Station Express,340,180,2023-10-11 12:46:33,2023-10-12 05:10:33,2,984
2424,Udhampur Railway Station - Kayamkulam Junction Express,47,371,2023-09-21 14:47:50,2023-09-22 00:55:50,7,608
2425,Tilak Bridge Railway Station - Sibsagar Town Railway Station Express,33,292,2023-09-29 09:01:26,2023-09-29 18:10:26,9,549
2426,Jiribam Railway Station - Patan Railway Station Express,315,386,2023-09-20 16:21:13,2023-09-21 02:12:13,4,591
2427,Jhansi Junction Railway Station - Majorda Railway Station Express,85,414,2023-09-13 12:27:57,2023-09-14 05:02:57,7,995
2428,Shivamogga Town - Rewari Junction Express,265,23,2023-10-14 21:27:37,2023-10-15 14:48:37,5,1041
2429,Sarai Rohilla Railway Station - Patiala Railway Station Express,40,206,2023-09-01 03:26:09,2023-09-01 12:28:09,7,542
2430,Bengaluru City Railway Station - Warangal Railway Station Express,256,300,2023-10-22 19:14:34,2023-10-23 06:26:34,6,672
2431,Angamaly Railway Station - Badgam Railway Station Express,368,73,2023-10-20 12:56:52,2023-10-21 06:21:52,5,1045
2432,Jagtial Railway Station - Lethpora Railway Station Express,310,74,2023-09-02 07:46:07,2023-09-02 20:37:07,3,771
2433,Angamaly Railway Station - Mandawali-Chander Vihar Railway Station Express,368,43,2023-10-15 06:18:39,2023-10-16 00:10:39,2,1072
2434,Anand Vihar Terminal - Valsad Railway Station Express,29,389,2023-09-06 15:48:40,2023-09-07 05:25:40,4,817
2435,Hazaribagh Town Railway Station - Kalka Railway Station Express,190,117,2023-09-01 08:44:26,2023-09-01 22:04:26,10,800
2436,Kakinada Town Railway Station - Moradabad Junction Railway Station Express,443,87,2023-10-21 09:15:10,2023-10-21 19:41:10,9,626
2437,Sikar Junction - Thrissur Railway Station Express,105,360,2023-10-26 09:24:23,2023-10-27 03:16:23,4,1072
2438,Gandhidham Junction - Nekonda Railway Station Express,391,314,2023-09-10 08:43:36,2023-09-10 23:15:36,2,872
2439,Bhadrak Railway Station - Berhampore Court Railway Station Express,425,249,2023-09-20 00:03:18,2023-09-20 11:38:18,9,695
2440,Baripada Railway Station - Lethpora Railway Station Express,430,59,2023-09-27 16:18:09,2023-09-28 06:08:09,10,830
2441,Dudhsagar Railway Station - Srinagar Railway Station Express,413,70,2023-09-29 12:38:15,2023-09-30 01:11:15,3,753
2442,Karimnagar Railway Station - Bhuj Railway Station Express,298,392,2023-10-05 18:24:30,2023-10-06 09:25:30,9,901
2443,Akola Junction - Jharsuguda Junction Express,226,424,2023-10-03 22:05:37,2023-10-04 11:44:37,10,819
2444,Sangrur Railway Station - Salogra Railway Station Express,212,133,2023-09-01 00:27:49,2023-09-01 14:18:49,3,831
2445,Sancoale Railway Station - Bhatapara Railway Station Express,404,341,2023-10-15 14:33:55,2023-10-16 06:51:55,1,978
2446,Bilha Railway Station - Giridih Railway Station Express,355,188,2023-09-12 13:55:40,2023-09-13 06:16:40,4,981
2447,Gandhidham Junction - Bharatpur Junction Express,391,104,2023-10-22 15:54:11,2023-10-23 01:38:11,6,584
2448,Deoghar Railway Station - Kaithlighat Railway Station Express,184,131,2023-10-18 05:31:00,2023-10-18 21:30:00,3,959
2449,Jharsuguda Junction - Kendujhargarh Railway Station Express,424,427,2023-10-04 05:12:54,2023-10-04 22:49:54,5,1057
2450,Kharagpur Junction - Buxar Railway Station Express,252,166,2023-09-26 02:20:36,2023-09-26 20:09:36,6,1069
2451,Hazaribagh Road Railway Station - Kharagpur Junction Express,187,252,2023-10-24 17:14:52,2023-10-25 07:23:52,9,849
2452,Ernakulam Junction - Chhatrapati Sahu Maharaj Terminus (Kolhapur Express,358,232,2023-09-07 11:36:26,2023-09-07 21:40:26,1,604
2453,Medchal Railway Station - Tiruppur Railway Station Express,313,328,2023-10-15 03:42:31,2023-10-15 19:08:31,3,926
2454,Faridabad - Jaipur Junction Express,25,97,2023-09-03 14:29:18,2023-09-04 04:13:18,9,824
2455,Cuttack Railway Station - Vasai Road Railway Station Express,418,234,2023-10-23 06:42:30,2023-10-23 18:35:30,10,713
2456,Ambala Cantt Junction - Angul Railway Station Express,1,426,2023-10-28 01:01:30,2023-10-28 16:25:30,1,924
2457,Salem Junction - Kannur Railway Station Express,321,365,2023-10-07 16:16:22,2023-10-08 01:25:22,5,549
2458,Kanjirappalli Railway Station - Panipat Junction Express,372,5,2023-09-26 18:24:31,2023-09-27 04:17:31,8,593
2459,Sealdah Railway Station - Kushinagar Railway Station Express,243,94,2023-09-25 17:25:26,2023-09-26 08:18:26,1,893
2460,Hazaribagh Road Railway Station - Okhla Railway Station Express,180,34,2023-10-14 18:31:47,2023-10-15 06:39:47,5,728
2461,Anand Junction - Hazaribagh Road Railway Station Express,385,180,2023-09-07 20:15:56,2023-09-08 08:18:56,9,723
2462,Dausa - Howrah Junction Express,109,242,2023-10-07 16:07:00,2023-10-08 01:26:00,7,559
2463,Gandhidham Junction - Sambalpur Junction Express,391,420,2023-09-29 20:45:17,2023-09-30 14:24:17,6,1059
2464,Shahdara Junction Railway Station - Porbandar Railway Station Express,31,390,2023-09-18 07:19:27,2023-09-18 16:53:27,5,574
2465,Nalanda Junction - Patel Nagar Railway Station Express,162,42,2023-10-04 21:54:02,2023-10-05 12:48:02,8,894
2466,Qazigund Railway Station - Cuttack Railway Station Express,71,418,2023-10-10 05:16:06,2023-10-10 15:22:06,1,606
2467,Adilabad Railway Station - Kadapa Railway Station Express,307,454,2023-09-19 15:02:42,2023-09-20 07:50:42,7,1008
2468,Haripad Railway Station - Shimla Railway Station Express,370,118,2023-09-22 03:19:54,2023-09-22 15:24:54,4,725
2469,Mysuru Junction - Hyderabad Deccan Nampally Express,257,296,2023-09-03 06:42:57,2023-09-03 17:33:57,1,651
2470,Dibrugarh Railway Station - Raipur Junction Express,276,336,2023-10-27 12:27:53,2023-10-28 00:53:53,5,746
2471,Mariani Junction - Nurpur Road Railway Station Express,283,125,2023-09-10 19:38:56,2023-09-11 06:44:56,1,666
2472,Saharsa Junction - Jalandhar City Railway Station Express,144,205,2023-10-05 01:42:22,2023-10-05 17:35:22,7,953
2473,Durgapur Railway Station - Belagavi Railway Station Express,240,259,2023-10-17 12:25:16,2023-10-18 00:36:16,9,731
2474,Vikasnagar Railway Station - Barauni Junction Express,136,156,2023-09-14 18:28:31,2023-09-15 09:43:31,5,915
2475,Bhuj Railway Station - Sancoale Railway Station Express,392,404,2023-09-27 14:48:18,2023-09-28 08:03:18,8,1035
2476,Vasco da Gama Railway Station - Harihar Railway Station Express,398,272,2023-09-17 12:41:34,2023-09-18 05:27:34,10,1006
2477,Kolkata Howrah Junction - Thrissur Railway Station Express,236,360,2023-10-20 00:01:40,2023-10-20 10:09:40,1,608
2478,Janjgir Naila Railway Station - Sangrur Railway Station Express,347,212,2023-09-13 13:10:35,2023-09-14 04:19:35,10,909
2479,Deoghar Railway Station - Prayagraj Junction Railway Station Express,191,81,2023-10-17 09:25:08,2023-10-18 03:16:08,1,1071
2480,Nidadavolu Junction - Bikaner Junction Express,450,102,2023-10-10 05:57:08,2023-10-10 23:18:08,9,1041
2481,Nagaur - Pali Express,113,110,2023-10-10 04:53:37,2023-10-10 18:26:37,5,813
2482,Rangiya Junction - Jalgaon Junction Express,294,230,2023-10-12 19:07:47,2023-10-13 11:48:47,8,1001
2483,Medchal Railway Station - Kadapa Railway Station Express,313,454,2023-09-23 21:45:58,2023-09-24 12:49:58,10,904
2484,Barmer - Old Delhi Railway Station Express,111,27,2023-09-22 21:42:41,2023-09-23 13:27:41,1,945
2485,Bharatpur Junction - Raichur Railway Station Express,104,264,2023-09-07 12:48:44,2023-09-08 06:11:44,7,1043
2486,Karmali Railway Station - Tilak Nagar Railway Station Express,400,45,2023-09-21 09:53:18,2023-09-21 23:30:18,8,817
2487,Katihar Junction - Narela Railway Station Express,148,39,2023-10-15 21:35:49,2023-10-16 09:06:49,1,691
2488,Ranchi Railway Station - Ambala City Express,176,2,2023-10-19 22:30:08,2023-10-20 08:38:08,4,608
2489,Prayagraj Junction Railway Station - Kurnool City Railway Station Express,81,453,2023-10-16 00:06:59,2023-10-16 17:26:59,3,1040
2490,Daltonganj Railway Station - Jalna Railway Station Express,193,235,2023-09-17 02:29:26,2023-09-17 15:06:26,10,757
2491,Chikkamagaluru Railway Station - Kota Junction Express,274,101,2023-09-05 11:40:19,2023-09-06 04:27:19,9,1007
2492,Angamaly Railway Station - Nagpur Junction Express,368,219,2023-09-15 14:54:40,2023-09-16 06:19:40,3,925
2493,Guler Railway Station - Gudur Junction Express,126,452,2023-10-05 13:57:20,2023-10-06 05:46:20,3,949
2494,Tenali Junction - Raichur Railway Station Express,448,264,2023-10-11 21:01:11,2023-10-12 09:54:11,7,773
2495,Cansaulim Railway Station - Kollam Junction Express,402,362,2023-09-30 09:10:04,2023-09-30 23:47:04,2,877
2496,Lajpat Nagar Railway Station - Kanchipuram Railway Station Express,44,326,2023-10-12 11:38:00,2023-10-13 03:27:00,7,949
2497,Bhavnagar Terminus - Chandar Railway Station Express,381,411,2023-10-13 04:03:17,2023-10-13 18:59:17,10,896
2498,Rewari Junction - Ludhiana Junction Express,23,204,2023-10-12 03:37:47,2023-10-12 14:45:47,1,668
2499,Jalna Railway Station - Shakurbasti Railway Station Express,235,38,2023-10-06 06:48:34,2023-10-06 18:02:34,9,674
2500,Meerut City Railway Station - Siliguri Junction Express,83,239,2023-10-17 23:53:59,2023-10-18 14:32:59,2,879
2501,Kanjirappalli Railway Station - Rourkela Railway Station Express,372,421,2023-09-07 20:20:20,2023-09-08 12:24:20,9,964
2502,Thane Railway Station - Bhagalpur Junction Express,220,140,2023-09-04 22:36:58,2023-09-05 13:55:58,5,919
2503,Gaya Junction - Tiruppur Railway Station Express,138,328,2023-10-26 02:59:39,2023-10-26 14:39:39,10,700
2504,Shimla Railway Station - Sangrur Railway Station Express,118,212,2023-10-29 13:10:00,2023-10-30 00:31:00,5,681
2505,Rajnandgaon Railway Station - Jalna Railway Station Express,342,235,2023-09-27 13:46:35,2023-09-28 05:02:35,8,916
2506,Raigarh Railway Station - Kharagpur Junction Express,339,252,2023-09-16 20:10:23,2023-09-17 06:56:23,1,646
2507,Sanjuje Da Areyal Railway Station - Brahmapur Railway Station Express,403,423,2023-10-15 02:33:49,2023-10-15 16:17:49,1,824
2508,Buxar Railway Station - Ayodhya Junction Railway Station Express,146,93,2023-09-21 07:07:57,2023-09-21 18:43:57,5,696
2509,Hajipur Junction - Moradabad Junction Railway Station Express,150,87,2023-09-04 14:21:36,2023-09-05 06:23:36,10,962
2510,Qazigund Railway Station - Bathinda Junction Express,56,200,2023-10-06 13:19:34,2023-10-07 01:18:34,7,719
2511,Chennai Central Railway Station - Kaithlighat Railway Station Express,316,131,2023-10-03 18:57:45,2023-10-04 11:24:45,6,987
2512,Dharamsala Railway Station - Kottayam Railway Station Express,120,361,2023-09-13 14:39:03,2023-09-14 02:15:03,8,696
2513,Champa Junction - Silchar Railway Station Express,344,279,2023-09-10 07:57:15,2023-09-10 19:45:15,9,708
2514,Rangiya Junction - Baramulla Railway Station Express,294,66,2023-10-01 15:11:26,2023-10-02 09:11:26,6,1080
2515,Gandhidham Junction - Cuddalore Junction Express,391,333,2023-10-06 06:41:39,2023-10-06 20:20:39,1,819
2516,Hassan Railway Station - Rajahmundry Railway Station Express,262,442,2023-10-20 07:39:43,2023-10-20 18:26:43,6,647
2517,Pampore Railway Station - Sonipat Express,52,20,2023-10-18 15:45:49,2023-10-19 08:56:49,2,1031
2518,Sealdah Railway Station - Malda Town Railway Station Express,243,241,2023-09-17 06:01:32,2023-09-17 21:46:32,4,945
2519,Jind Junction - Pendra Road Railway Station Express,11,352,2023-09-21 18:41:41,2023-09-22 03:53:41,6,552
2520,Diphu Railway Station - Nadiad Junction Express,285,387,2023-10-14 17:40:21,2023-10-15 09:26:21,5,946
2521,Kolkata Howrah Junction - Nashik Road Railway Station Express,236,221,2023-10-07 12:54:31,2023-10-07 23:10:31,8,616
2522,Bengaluru City Railway Station - Giridih Railway Station Express,256,181,2023-10-29 04:51:32,2023-10-29 14:30:32,8,579
2523,Tilak Nagar Railway Station - Moradabad Junction Railway Station Express,45,87,2023-10-28 10:53:10,2023-10-28 23:01:10,8,728
2524,Sultanpur Junction Railway Station - Jammu Tawi Railway Station Express,95,46,2023-10-28 01:56:49,2023-10-28 18:14:49,4,978
2525,Sawai Madhopur Railway Station - Silchar Railway Station Express,112,279,2023-10-08 18:20:01,2023-10-09 03:32:01,8,552
2526,Dimapur Railway Station - Srinagar Railway Station Express,356,70,2023-10-12 17:03:47,2023-10-13 07:43:47,8,880
2527,Ranchi Railway Station - Ayodhya Junction Railway Station Express,176,93,2023-10-06 03:38:31,2023-10-06 12:41:31,1,543
2528,Hajipur Junction - Rajkot Railway Station Express,150,380,2023-10-22 03:08:52,2023-10-22 17:36:52,4,868
2529,Ambikapur Railway Station - Porbandar Railway Station Express,343,390,2023-10-05 13:57:50,2023-10-06 00:45:50,2,648
2530,Ludhiana Junction - Eluru Railway Station Express,204,446,2023-10-03 11:29:55,2023-10-04 03:12:55,5,943
2531,Kanpur Central Railway Station - Goraul Railway Station Express,78,151,2023-10-27 16:20:06,2023-10-28 07:46:06,9,926
2532,Dindigul Junction - Jaipur Junction Express,335,97,2023-09-01 07:35:55,2023-09-01 17:02:55,1,567
2533,Nagercoil Junction - Darbhanga Junction Express,327,161,2023-10-28 13:25:06,2023-10-28 23:18:06,7,593
2534,Rourkela Railway Station - Udhampur Railway Station Express,421,47,2023-09-06 22:34:34,2023-09-07 10:05:34,2,691
2535,Narela Railway Station - Tiruchirappalli Junction Express,39,320,2023-09-15 22:22:05,2023-09-16 08:50:05,3,628
2536,Valsad Railway Station - Bargarh Road Railway Station Express,389,353,2023-10-26 10:31:30,2023-10-27 03:53:30,10,1042
2537,Srinagar Railway Station - Hospet Junction Express,70,273,2023-09-24 05:02:54,2023-09-24 16:29:54,3,687
2538,Bharuch Junction - Muzaffarpur Junction Express,384,139,2023-09-18 16:04:33,2023-09-19 09:17:33,2,1033
2539,Jalandhar City Railway Station - Samastipur Junction Express,205,153,2023-09-01 23:48:21,2023-09-02 17:17:21,5,1049
2540,Jodhpur Junction - Tonk Express,98,116,2023-10-29 02:19:32,2023-10-29 18:08:32,1,949
2541,Baramulla Railway Station - Nurpur Road Railway Station Express,51,125,2023-10-15 14:53:34,2023-10-16 02:38:34,9,705
2542,Samastipur Junction - Rewari Junction Express,173,12,2023-10-09 13:15:40,2023-10-10 05:41:40,7,986
2543,Jalgaon Junction - Vivek Vihar Railway Station Express,230,36,2023-09-21 06:16:21,2023-09-21 18:22:21,7,726
2544,Hajipur Junction - Srinagar Railway Station Express,150,55,2023-10-08 03:22:48,2023-10-08 20:03:48,7,1001
2545,Purnia Junction - Nizamabad Junction Express,143,299,2023-09-16 09:18:00,2023-09-16 18:21:00,6,543
2546,Sasaram Railway Station - Kanchipuram Railway Station Express,155,326,2023-09-24 16:21:44,2023-09-25 05:05:44,2,764
2547,Moradabad Junction Railway Station - Agra Cantt Railway Station Express,87,80,2023-09-24 13:16:56,2023-09-24 23:47:56,2,631
2548,Sikar Junction - Durg Junction Express,105,338,2023-09-13 14:48:22,2023-09-14 03:07:22,2,739
2549,Kasaragod Railway Station - Karnal Express,366,15,2023-09-29 15:56:04,2023-09-30 07:24:04,5,928
2550,Bokaro Steel City Railway Station - Angamaly Railway Station Express,179,368,2023-10-15 17:52:56,2023-10-16 09:07:56,1,915
2551,Warangal Railway Station - Bilaspur Junction Express,300,345,2023-09-12 20:55:12,2023-09-13 06:44:12,10,589
2552,Idukki Railway Station - Balli Railway Station Express,373,405,2023-10-04 07:32:47,2023-10-04 19:34:47,8,722
2553,Darbhanga Junction - Bhadravati Railway Station Express,161,270,2023-09-04 04:32:46,2023-09-04 13:46:46,8,554
2554,Howrah Junction - Alappuzha Railway Station Express,251,363,2023-10-15 14:30:04,2023-10-16 01:03:04,4,633
2555,Sancoale Railway Station - Bathinda Junction Express,404,207,2023-09-25 15:20:49,2023-09-26 01:54:49,10,634
2556,Bharuch Junction - Majorda Railway Station Express,384,414,2023-09-13 21:10:44,2023-09-14 11:31:44,10,861
2557,Korba Railway Station - Chennai Central Railway Station Express,340,316,2023-09-23 22:28:55,2023-09-24 13:57:55,6,929
2558,Cansaulim Railway Station - Dudhsagar Railway Station Express,402,413,2023-10-19 15:40:45,2023-10-20 05:39:45,3,839
2559,Madgaon Junction - Udaipur City Express,397,99,2023-09-22 01:22:37,2023-09-22 19:05:37,4,1063
2560,Hoshiarpur Railway Station - Tezpur Railway Station Express,214,289,2023-10-13 00:34:58,2023-10-13 15:33:58,6,899
2561,Hyderabad Deccan Nampally - Anakapalle Railway Station Express,296,449,2023-09-22 06:05:38,2023-09-22 21:31:38,2,926
2562,Tirunelveli Junction - Sealdah Railway Station Express,322,243,2023-09-19 00:39:33,2023-09-19 15:14:33,8,875
2563,Dharamsala Railway Station - Bapudham Motihari Express,120,174,2023-10-19 00:41:02,2023-10-19 13:51:02,1,790
2564,Madgaon Junction - Barauni Junction Express,397,156,2023-10-27 02:58:49,2023-10-27 12:33:49,1,575
2565,Purnia Junction - Tenali Junction Express,163,448,2023-10-01 19:17:32,2023-10-02 12:22:32,5,1025
2566,Rangiya Junction - Bhagalpur Junction Express,294,160,2023-10-05 21:46:19,2023-10-06 11:49:19,1,843
2567,Nidadavolu Junction - Amritsar Junction Express,450,203,2023-09-03 23:45:12,2023-09-04 12:47:12,5,782
2568,Hajipur Junction - Mariani Junction Express,170,293,2023-09-13 21:18:50,2023-09-14 08:17:50,4,659
2569,Qazigund Railway Station - Udhampur Railway Station Express,56,47,2023-10-18 11:29:44,2023-10-19 04:20:44,10,1011
2570,Bhiwani Junction - Mandawali-Chander Vihar Railway Station Express,10,43,2023-10-11 12:59:19,2023-10-12 06:10:19,2,1031
2571,Ambala Cantt Junction - Hazaribagh Road Railway Station Express,1,180,2023-09-04 13:25:40,2023-09-05 02:16:40,4,771
2572,Shakurbasti Railway Station - Hospet Junction Express,38,273,2023-09-11 19:53:31,2023-09-12 07:51:31,6,718
2573,Panipat Junction - Sawai Madhopur Railway Station Express,16,112,2023-09-21 18:12:33,2023-09-22 06:35:33,5,743
2574,Jalandhar City Railway Station - Jalandhar City Railway Station Express,198,205,2023-10-09 22:08:35,2023-10-10 10:40:35,5,752
2575,Thiruvananthapuram Central Railway Station - Lumding Junction Express,357,280,2023-10-06 11:18:16,2023-10-07 04:51:16,4,1053
2576,Siliguri Junction - Dimapur Railway Station Express,246,356,2023-09-30 20:57:17,2023-10-01 09:10:17,5,733
2577,Nashik Road Railway Station - Nalgonda Railway Station Express,221,306,2023-10-09 12:14:39,2023-10-09 21:31:39,3,557
2578,Sawai Madhopur Railway Station - Dharamsala Railway Station Express,112,120,2023-09-19 08:13:49,2023-09-19 21:06:49,10,773
2579,Hajipur Junction - Hamirpur Railway Station Express,170,122,2023-09-05 03:38:45,2023-09-05 19:07:45,3,929
2580,Nalgonda Railway Station - Kanoh Railway Station Express,306,132,2023-10-12 20:29:30,2023-10-13 12:06:30,2,937
2581,Gudur Junction - Bhuj Railway Station Express,452,392,2023-09-10 19:56:27,2023-09-11 08:09:27,1,733
2582,Dumka Railway Station - Jaipur Junction Express,194,97,2023-09-25 15:59:56,2023-09-26 04:37:56,3,758
2583,Rajnandgaon Railway Station - Thrissur Railway Station Express,342,360,2023-09-09 01:49:22,2023-09-09 18:39:22,3,1010
2584,Kayamkulam Junction - Tumkur Railway Station Express,371,266,2023-10-14 00:11:16,2023-10-14 09:50:16,6,579
2585,Bathinda Junction - Hyderabad Deccan Nampally Express,207,296,2023-09-14 03:44:50,2023-09-14 20:51:50,4,1027
2586,Bhuj Railway Station - Mumbai CST Railway Station Express,392,216,2023-10-14 14:51:04,2023-10-15 02:19:04,5,688
2587,Erode Junction - Jalgaon Junction Express,323,230,2023-10-16 14:48:55,2023-10-17 08:37:55,5,1069
2588,Aurangabad Railway Station - Bhavnagar Terminus Express,222,381,2023-10-22 21:32:34,2023-10-23 11:55:34,3,863
2589,Sealdah Railway Station - Samastipur Junction Express,243,153,2023-09-24 22:51:39,2023-09-25 08:39:39,5,588
2590,Shoranur Junction - Karimnagar Railway Station Express,375,298,2023-09-13 10:42:10,2023-09-13 21:07:10,5,625
2591,Nadiad Junction - Vapi Railway Station Express,387,388,2023-10-29 07:58:52,2023-10-30 00:21:52,9,983
