Bus_ID,Bus_Name,Bus_Number_Plate,Bus_Color,Bus_Brand,Class,Departure_Time,Arrival_Time,Duration,Price,Origin_ID,Destination_ID,Capacity
6047,Bhadrachalam Bus Depot - Hindupur Bus Stop,BH 5387 JQ,Green,MERCEDES BENZ,Non AC Sleeper,2023-10-17 23:49:19,2023-10-18 11:18:19,689,297,335,357,52
6048,Vidisha Bus Stand - Jaisalmer Bus Terminal,BH 9333 XT,Black,MAHINDRA & MAHINDRA,AC Executive,2023-10-25 12:47:22,2023-10-25 22:38:22,591,1272,94,76,37
6049,Chamba Bus Stop - Kishangarh Stand,BH 7172 LZ,White,VOLVO BUSES,Non AC Sleeper,2023-09-07 03:18:24,2023-09-07 12:54:24,576,370,167,58,47
6050,Cuddalore Bus Stand - Hapur Bus Stop,BH 4536 IV,Grey,MERCEDES BENZ,Non AC Sleeper,2023-10-01 23:43:29,2023-10-02 11:19:29,696,433,134,119,44
6051,Kothamangalam Bus Station - Sagar Bus Depot,BH 2988 ST,Green,TATA MOTORS,Non AC Executive,2023-10-23 09:08:22,2023-10-23 20:40:22,692,807,276,86,39
6052,Tiruchirappalli Central Bus Stand - Jhansi Bus Stop,BH 5692 ZM,Yellow,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-19 05:52:05,2023-09-19 14:00:05,488,316,125,111,41
6053,Nagaur Terminal - Sangrur Bus Stop,BH 8492 TR,Green,MERCEDES BENZ,Non AC Executive,2023-09-15 17:10:27,2023-09-16 02:00:27,530,967,80,311,55
6054,Nadiad Bus Station - Nellore Bus Terminal,BH 8991 RQ,Purple,SOLARIS,Non AC Executive,2023-09-07 10:17:07,2023-09-07 22:02:07,705,952,292,345,35
6055,Simdega Bus Terminal - Kakinada Bus Depot,BH 6315 IJ,Black,MERCEDES BENZ,Non AC Executive,2023-09-18 05:09:50,2023-09-18 15:01:50,592,982,254,348,40
6056,Alwar Bus Depot - Raichur Bus Stand,BH 2633 DY,White,MERCEDES BENZ,AC Executive,2023-10-29 01:17:55,2023-10-29 11:44:55,627,1331,67,235,36
6057,Sahebganj Bus Stop - Neemuch Bus Station,BH 1590 EK,Yellow,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-15 09:18:07,2023-09-15 18:33:07,555,381,249,98,48
6058,Wokha Bus Stand - Khandwa Bus Stop,BH 8116 VF,Yellow,MERCEDES BENZ,Non AC Sleeper,2023-10-04 21:41:45,2023-10-05 06:07:45,506,377,407,96,52
6059,Narnaul Bus Station - Miryalaguda Bus Stand,BH 8540 JR,Pink,FORCE MOTORS,AC Executive,2023-09-02 15:01:56,2023-09-03 00:03:56,542,1169,39,333,54
6060,Tadipatri Bus Terminal - Ganderbal Bus Stop,BH 0219 FG,Grey,TATA MOTORS,AC Sleeper,2023-10-11 08:52:38,2023-10-11 18:45:38,593,697,360,149,33
6061,Krishnanagar Bus Stand - Thoubal Bus Stand,BH 5822 CG,Yellow,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-10-04 03:54:30,2023-10-04 13:32:30,578,460,382,418,41
6062,Lajpat Nagar - Bharatpur Bus Station,BH 5875 CB,Blue,ASHOK LEYLAND,AC Sleeper,2023-10-10 04:44:14,2023-10-10 15:18:14,634,590,7,75,39
6063,Jamshedpur Bus Stand - Malappuram Bus Stand,BH 9506 HK,Pink,MAHINDRA & MAHINDRA,AC Executive,2023-09-18 09:28:35,2023-09-18 18:59:35,571,1027,242,274,35
6064,Jalpaiguri Bus Depot - Sarai Kale Khan,BH 1968 KU,Black,MAHINDRA & MAHINDRA,Non AC Executive,2023-10-08 03:27:32,2023-10-08 13:21:32,594,951,386,19,30
6065,Rajnandgaon Bus Stop - Bemetara Bus Stand,BH 3625 KM,Yellow,VOLVO BUSES,Non AC Executive,2023-10-20 05:44:42,2023-10-20 17:00:42,676,833,446,453,32
6066,Rourkela Bus Stop - Baddi Bus Station,BH 1784 WP,Blue,FORCE MOTORS,Non AC Executive,2023-10-20 16:09:07,2023-10-21 03:33:07,684,783,461,176,38
6067,Kalyan Bus Terminal - Daman Bus Stand,BH 5052 WN,Green,FORCE MOTORS,Non AC Sleeper,2023-10-02 14:49:16,2023-10-02 23:25:16,516,366,193,432,46
6068,Barmer Terminal - Gyalshing Bus Stand,BH 2781 MZ,White,FORCE MOTORS,Non AC Sleeper,2023-10-17 05:26:14,2023-10-17 14:51:14,565,336,50,364,40
6069,Berhampur Bus Stand - Serchhip Bus Station,BH 4560 IM,White,MAHINDRA & MAHINDRA,AC Executive,2023-10-23 12:00:50,2023-10-23 22:37:50,637,1270,459,370,43
6070,Kota Bus Stand - Nani Daman Bus Stand,BH 8244 SM,Black,TATA MOTORS,Non AC Sleeper,2023-10-09 14:31:29,2023-10-10 00:34:29,603,499,45,435,39
6071,Canacona Bus Stand - Damoh Bus Stand,BH 0091 CD,Grey,ASHOK LEYLAND,AC Sleeper,2023-09-04 11:41:07,2023-09-04 23:28:07,707,588,401,89,35
6072,Kullu Bus Depot - Darbhanga Bus Stand,BH 8559 EB,Blue,SOLARIS,Non AC Executive,2023-09-19 19:12:32,2023-09-20 07:00:32,708,758,164,205,41
6073,Jodhpur Bus Stand - Poonch Bus Stand,BH 0141 ON,Black,ASHOK LEYLAND,AC Sleeper,2023-09-29 00:46:42,2023-09-29 09:51:42,545,560,42,151,34
6074,Hazaribagh Bus Station - Kochi Vyttila Mobility Hub,BH 2961 AN,Black,ASHOK LEYLAND,Non AC Sleeper,2023-09-05 08:41:35,2023-09-05 18:11:35,570,363,245,262,32
6075,Srinagar Central Bus Station - Bhadrachalam Bus Depot,BH 6447 LY,Purple,ASHOK LEYLAND,AC Sleeper,2023-09-22 06:48:59,2023-09-22 17:02:59,614,530,142,335,31
6076,Sarai Kale Khan - Shivpuri Bus Station,BH 3361 AW,Red,ASHOK LEYLAND,AC Sleeper,2023-10-11 15:19:11,2023-10-11 23:30:11,491,665,19,92,53
6077,Anantapur Bus Station - Hyderabad MGBS - Mahatma Gandhi Bus Station,BH 7780 BK,Blue,BYD COMPANY LTD,Non AC Executive,2023-10-04 14:01:21,2023-10-04 22:32:21,511,849,350,321,51
6078,Surat Central Bus Depot - Suryapet Bus Stand,BH 3494 AQ,Pink,EICHER MOTORS,Non AC Executive,2023-10-13 06:56:06,2023-10-13 16:18:06,562,917,282,336,52
6079,ISBT Kashmere Gate - Valsad Bus Stop,BH 8501 QN,Grey,BYD COMPANY LTD,AC Executive,2023-09-02 09:31:19,2023-09-02 19:34:19,603,1281,6,298,32
6080,Kodungallur Bus Stand - Buxar Bus Stand,BH 1394 IQ,Red,FORCE MOTORS,Non AC Sleeper,2023-09-28 16:28:22,2023-09-29 02:17:22,589,478,277,217,44
6081,Balasore Bus Depot - Tuensang Bus Station,BH 1913 JR,Yellow,FORCE MOTORS,Non AC Executive,2023-10-19 04:05:37,2023-10-19 13:20:37,555,930,462,406,52
6082,Agra ISBT - Hindupur Bus Stop,BH 2450 AS,Purple,BLUE BIRD CORPORATION,AC Executive,2023-10-15 20:01:04,2023-10-16 06:25:04,624,1043,104,357,31
6083,Vizianagaram Bus Stop - Siliguri Tenzing Norgay Bus Terminus,BH 1459 PH,Pink,SOLARIS,AC Sleeper,2023-09-29 22:22:40,2023-09-30 08:28:40,606,690,351,375,33
6084,Sirmaur Bus Stand - Sasaram Bus Stand,BH 3337 AI,Green,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-17 22:50:28,2023-10-18 09:15:28,625,454,172,213,44
6085,Red Fort - Kannur Central Bus Terminal,BH 5945 QU,Blue,SOLARIS,AC Sleeper,2023-10-14 13:53:59,2023-10-15 00:04:59,611,686,17,269,45
6086,Faridkot Bus Station - Ara Bus Terminus,BH 4964 HF,White,BYD COMPANY LTD,AC Executive,2023-09-26 19:34:25,2023-09-27 05:24:25,590,1218,310,207,46
6087,Barnala Bus Terminal - Vizianagaram Bus Stop,BH 0542 LD,Purple,BLUE BIRD CORPORATION,AC Executive,2023-09-30 19:13:33,2023-10-01 05:03:33,590,1408,312,351,39
6088,Rewa Bus Station - Bikaner Bus Station,BH 5364 MC,Yellow,TATA MOTORS,AC Executive,2023-10-04 06:41:18,2023-10-04 16:13:18,572,1359,87,66,31
6089,Serchhip Bus Station - Jagdalpur Bus Stand,BH 5793 HG,White,FORCE MOTORS,AC Sleeper,2023-10-14 18:45:40,2023-10-15 06:20:40,695,554,370,444,31
6090,Dwarka Sector 21 - Kanhangad Bus Terminal,BH 0901 VP,Red,BLUE BIRD CORPORATION,Non AC Executive,2023-10-29 11:13:23,2023-10-29 19:30:23,497,849,9,279,44
6091,Chikkamagaluru Bus Terminal - Damoh Bus Stand,BH 2445 XN,Green,BYD COMPANY LTD,AC Sleeper,2023-10-02 15:12:11,2023-10-03 02:29:11,677,516,240,89,31
6092,Koderma Bus Depot - Mansa Bus Station,BH 5659 EU,White,TATA MOTORS,Non AC Sleeper,2023-09-29 05:31:21,2023-09-29 14:12:21,521,380,260,315,52
6093,Dahod Bus Stand - Dharwad Bus Stop,BH 0694 YS,Blue,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-23 14:17:14,2023-10-24 00:26:14,609,525,299,238,51
6094,Cooch Behar Bus Station - Khandwa Bus Stop,BH 8528 UU,Purple,VOLVO BUSES,Non AC Executive,2023-10-11 22:17:49,2023-10-12 06:33:49,496,968,387,96,45
6095,Kakinada Bus Depot - Raipur Pandri Bus Stand,BH 3631 QV,Blue,VOLVO BUSES,AC Executive,2023-09-05 20:06:13,2023-09-06 07:54:13,708,1379,348,438,43
6096,Berhampur Bus Stand - Ludhiana Inter-State Bus Terminal,BH 1117 YG,Red,MERCEDES BENZ,Non AC Executive,2023-10-08 11:46:04,2023-10-08 20:04:04,498,940,459,302,34
6097,Pune Swargate Bus Stand - Hassan Bus Station,BH 0408 BY,Yellow,EICHER MOTORS,Non AC Executive,2023-09-01 15:27:39,2023-09-02 01:58:39,631,757,182,231,34
6098,Guntur Bus Stand - Bhavnagar Bus Station,BH 9378 FK,Black,BLUE BIRD CORPORATION,AC Sleeper,2023-10-19 00:30:40,2023-10-19 11:32:40,662,579,344,285,34
6099,Latur Bus Stand - Akola Bus Depot,BH 7421 UV,Black,SOLARIS,Non AC Executive,2023-09-22 10:51:46,2023-09-22 21:56:46,665,888,191,190,34
6100,Bhagalpur Bus Station - Khammam Bus Terminal,BH 3207 UZ,Black,FORCE MOTORS,AC Executive,2023-09-02 08:14:32,2023-09-02 19:20:32,666,1259,204,326,35
6101,Rewa Bus Station - Singtam Bus Stop,BH 5142 GT,Red,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-02 12:12:40,2023-09-02 23:30:40,678,846,87,366,46
6102,Howrah Bus Station - Joginder Nagar Bus Depot,BH 7651 PE,Grey,TATA MOTORS,AC Sleeper,2023-09-29 02:09:10,2023-09-29 10:27:10,498,636,374,180,53
6103,Adilabad Bus Stand - Kalyani Bus Stand,BH 4196 PO,Black,BYD COMPANY LTD,Non AC Executive,2023-10-02 02:08:46,2023-10-02 11:02:46,534,876,331,392,51
6104,Kendrapara Bus Terminal - Yamunanagar Terminal,BH 5955 AS,White,FORCE MOTORS,Non AC Sleeper,2023-10-15 14:35:10,2023-10-16 00:16:10,581,341,469,26,50
6105,Baharampur Bus Stand - Jabalpur Central Bus Station,BH 0450 MM,Purple,EICHER MOTORS,Non AC Sleeper,2023-09-12 21:41:22,2023-09-13 06:51:22,550,256,385,84,30
6106,Dewas Bus Depot - Panipat Bus Station,BH 0457 ZO,Grey,EICHER MOTORS,AC Executive,2023-10-14 18:43:43,2023-10-15 03:28:43,525,1172,100,25,46
6107,Bettiah Bus Station - Ranchi Inter-State Bus Terminal,BH 2650 GN,Brown,BYD COMPANY LTD,AC Executive,2023-10-21 12:52:35,2023-10-21 22:34:35,582,1127,209,241,50
6108,Karur Bus Stand - Hoshangabad Bus Stand,BH 1280 OE,Pink,FORCE MOTORS,Non AC Sleeper,2023-09-10 16:01:15,2023-09-11 00:55:15,534,377,137,91,49
6109,Dewas Bus Depot - Gandhinagar Bus Depot,BH 4173 DW,Grey,SOLARIS,AC Executive,2023-10-13 03:41:39,2023-10-13 12:52:39,551,1393,100,288,53
6110,Devka Beach Bus Terminal - Bijapur Bus Stop,BH 8223 QV,Purple,TATA MOTORS,AC Executive,2023-10-25 00:46:01,2023-10-25 12:42:01,716,1139,437,452,53
6111,Aalo Bus Stand - Nani Daman Bus Stand,BH 2178 OI,Brown,ASHOK LEYLAND,AC Sleeper,2023-10-16 21:01:45,2023-10-17 06:37:45,576,503,413,435,53
6112,Chandni Chowk - Tenali Bus Stand,BH 6151 PO,White,BLUE BIRD CORPORATION,AC Sleeper,2023-10-21 06:17:17,2023-10-21 16:43:17,626,599,18,359,38
6113,Bilaspur Bus Depot - Bhaderwah Bus Stand,BH 0299 MQ,Blue,FORCE MOTORS,Non AC Executive,2023-10-28 19:05:33,2023-10-29 03:09:33,484,795,170,156,51
6114,Chittoor Bus Station - Bhiwandi Bus Terminus,BH 3850 NW,Purple,VOLVO BUSES,AC Sleeper,2023-09-07 20:56:12,2023-09-08 08:26:12,690,742,356,198,48
6115,Kishtwar Bus Terminal - Bharuch Bus Terminal,BH 9291 OR,Blue,FORCE MOTORS,Non AC Sleeper,2023-10-17 16:15:58,2023-10-18 01:03:58,528,315,153,290,42
6116,Hoshangabad Bus Stand - Belagavi Central Bus Stand,BH 3605 LS,Blue,ASHOK LEYLAND,Non AC Executive,2023-10-02 15:00:55,2023-10-03 02:13:55,673,933,91,224,45
6117,Thoothukudi New Bus Stand - Rohtak Bus Terminal,BH 7257 LF,Green,BLUE BIRD CORPORATION,Non AC Executive,2023-10-17 08:37:12,2023-10-17 17:31:12,534,984,130,22,50
6118,Kashmiri Gate - Rajahmundry Bus Complex,BH 0388 PU,Black,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-29 06:57:47,2023-10-29 16:18:47,561,524,4,347,31
6119,Mapusa Bus Stand - Fatehabad Bus Station,BH 5068 JK,Green,MAHINDRA & MAHINDRA,AC Executive,2023-10-12 16:55:39,2023-10-13 03:48:39,653,1406,395,33,55
6120,Jagraon Bus Stand - Varanasi Cantt,BH 3190 QI,Pink,MERCEDES BENZ,Non AC Executive,2023-10-29 23:49:24,2023-10-30 08:15:24,506,916,318,103,52
6121,Miryalaguda Bus Stand - Ramagundam Bus Stand,BH 8634 TL,Green,FORCE MOTORS,AC Sleeper,2023-09-12 12:17:59,2023-09-12 20:48:59,511,592,333,327,33
6122,Bhubaneswar Master Canteen Bus Stand - Kullu Bus Depot,BH 1020 FD,Grey,MERCEDES BENZ,AC Sleeper,2023-09-07 09:49:22,2023-09-07 17:50:22,481,581,456,164,35
6123,Rayagada Bus Stop - Kolkata Esplanade Bus Terminus,BH 6066 RF,White,BYD COMPANY LTD,Non AC Sleeper,2023-10-02 04:19:38,2023-10-02 13:35:38,556,264,467,373,46
6124,Firozpur Bus Stand - Thoothukudi New Bus Stand,BH 7597 XD,Green,MERCEDES BENZ,Non AC Executive,2023-09-12 17:43:13,2023-09-13 03:12:13,569,941,309,130,30
6125,Balasore Bus Depot - Jaipur Central Bus Station,BH 3529 VK,Purple,ASHOK LEYLAND,AC Executive,2023-09-20 08:53:53,2023-09-20 19:19:53,626,1155,462,61,33
6126,Tirunelveli New Bus Stand - Naharlagun Bus Terminal,BH 4912 TI,Red,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-29 01:05:30,2023-10-29 09:27:30,502,732,127,410,51
6127,Sirsa Bus Terminal - Bilaspur Bus Depot,BH 6531 XJ,Grey,ASHOK LEYLAND,Non AC Sleeper,2023-09-19 17:37:53,2023-09-20 02:44:53,547,393,31,170,42
6128,Shivpuri Bus Station - Tohana Stand,BH 1011 CJ,Blue,BLUE BIRD CORPORATION,AC Executive,2023-10-18 08:53:21,2023-10-18 17:33:21,520,1498,92,40,50
6129,Thoothukudi New Bus Stand - Havelock Island Bus Stop,BH 5645 ZJ,Pink,TATA MOTORS,Non AC Executive,2023-10-23 20:11:00,2023-10-24 04:32:00,501,878,130,431,54
6130,Chapra Bus Terminal - Chhindwara Bus Terminal,BH 2482 PG,Purple,VOLVO BUSES,Non AC Executive,2023-10-26 20:01:40,2023-10-27 06:28:40,627,919,211,90,44
6131,Haldia Bus Terminal - Jodhpur Bus Stand,BH 6046 TT,White,SOLARIS,Non AC Sleeper,2023-10-20 17:27:43,2023-10-21 03:21:43,594,461,379,42,46
6132,Sarai Kale Khan - Dhule Bus Station,BH 4854 LP,Pink,BYD COMPANY LTD,AC Sleeper,2023-10-28 00:05:18,2023-10-28 09:01:18,536,707,19,192,46
6133,Firozpur Bus Stand - Koderma Bus Depot,BH 3891 BM,Black,SOLARIS,Non AC Executive,2023-10-06 00:03:06,2023-10-06 09:15:06,552,854,309,260,37
6134,Kishangarh Stand - Ambikapur Bus Stand,BH 7643 TE,Black,VOLVO BUSES,AC Sleeper,2023-10-01 17:44:46,2023-10-02 02:52:46,548,670,58,445,38
6135,Patiala Bus Terminal - Kota Bus Stand,BH 1225 SD,Purple,ASHOK LEYLAND,AC Sleeper,2023-09-13 11:40:23,2023-09-13 20:27:23,527,601,304,65,54
6136,Alwar Bus Depot - Pakur Bus Stand,BH 8455 PS,Black,VOLVO BUSES,AC Executive,2023-10-03 05:24:16,2023-10-03 17:16:16,712,1250,47,252,31
6137,Agra ISBT - Jharsuguda Bus Terminal,BH 5008 EW,White,TATA MOTORS,Non AC Executive,2023-10-21 10:47:54,2023-10-21 20:57:54,610,896,104,464,32
6138,Bijapur Bus Stop - Rajpura Bus Terminal,BH 1566 VB,Grey,MAHINDRA & MAHINDRA,AC Executive,2023-09-08 17:05:21,2023-09-09 02:01:21,536,1323,452,317,54
6139,Samba Bus Stop - Moradabad Bus Depot,BH 4735 WA,Green,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-03 11:06:56,2023-09-03 19:28:56,502,912,158,110,46
6140,Karur Bus Stand - Bharatpur Bus Station,BH 7753 SB,Blue,MERCEDES BENZ,Non AC Executive,2023-09-13 20:00:13,2023-09-14 07:14:13,674,989,137,75,32
6141,Dewas Bus Depot - Anantnag Bus Stop,BH 4297 DP,Yellow,BLUE BIRD CORPORATION,AC Executive,2023-10-19 12:06:51,2023-10-19 20:22:51,496,1123,100,145,45
6142,Nagaur Terminal - Jagityal Bus Terminal,BH 5653 KM,Red,FORCE MOTORS,AC Executive,2023-09-08 08:31:21,2023-09-08 20:07:21,696,1491,60,337,30
6143,Bhadrachalam Bus Depot - Dhamtari Bus Stand,BH 1397 MO,Green,SOLARIS,AC Executive,2023-10-13 17:40:24,2023-10-14 02:46:24,546,1494,335,450,50
6144,Mayabunder Bus Stop - Poonch Bus Stand,BH 1431 XN,Yellow,EICHER MOTORS,Non AC Sleeper,2023-10-16 18:37:27,2023-10-17 03:24:27,527,352,429,151,55
6145,Ongole Bus Stand - Angul Bus Stop,BH 7979 HA,Red,FORCE MOTORS,AC Sleeper,2023-10-05 06:21:45,2023-10-05 14:30:45,489,518,353,472,47
6146,Rajpura Bus Terminal - Godda Bus Stand,BH 5402 ZM,Pink,ASHOK LEYLAND,Non AC Executive,2023-10-02 16:13:14,2023-10-03 01:41:14,568,795,317,259,48
6147,Rangpo Bus Terminal - Red Fort,BH 8290 MB,Green,FORCE MOTORS,AC Sleeper,2023-10-19 01:59:48,2023-10-19 13:41:48,702,664,365,17,46
6148,Hajipur Bus Depot - Raichur Bus Stand,BH 1381 ND,Red,MERCEDES BENZ,AC Executive,2023-10-13 00:04:50,2023-10-13 11:14:50,670,1421,214,235,36
6149,Wokha Bus Stand - Jhansi Bus Stop,BH 5348 IR,Grey,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-16 17:29:45,2023-10-17 05:09:45,700,365,407,111,47
6150,Sambalpur Bus Station - Ajmer Bus Terminal,BH 3923 SK,Blue,BLUE BIRD CORPORATION,AC Sleeper,2023-09-20 05:43:57,2023-09-20 14:55:57,552,652,460,64,33
6151,Aalo Bus Stand - Rajnandgaon Bus Stop,BH 2860 CO,Red,TATA MOTORS,AC Sleeper,2023-10-05 04:51:04,2023-10-05 14:25:04,574,712,413,446,33
6152,Kalyan Bus Terminal - Ooty Bus Stand,BH 0256 CH,Blue,SOLARIS,Non AC Executive,2023-10-25 20:46:03,2023-10-26 05:32:03,526,918,193,139,41
6153,Anantnag Bus Stop - Cuttack Badambadi Bus Stand,BH 1370 ZO,Brown,TATA MOTORS,AC Executive,2023-10-12 06:07:32,2023-10-12 16:20:32,613,1447,145,457,32
6154,Bilaspur Bus Stand - Muzaffarpur Bus Terminal,BH 6540 UD,Purple,SOLARIS,Non AC Sleeper,2023-09-21 20:25:54,2023-09-22 07:54:54,689,437,440,203,44
6155,Zunheboto Bus Terminal - Dimapur Bus Terminal,BH 6656 QK,Green,EICHER MOTORS,Non AC Executive,2023-10-29 16:08:51,2023-10-30 01:55:51,587,803,408,404,40
6156,Bankura Bus Terminus - Vasco da Gama Bus Terminal,BH 7996 MJ,Grey,SOLARIS,Non AC Sleeper,2023-10-05 01:18:54,2023-10-05 13:12:54,714,273,383,396,33
6157,Karimnagar Bus Station - Kaithal Bus Stop,BH 2535 JS,Red,FORCE MOTORS,AC Sleeper,2023-10-03 20:11:34,2023-10-04 04:36:34,505,547,325,30,51
6158,Kullu Bus Depot - Balurghat Bus Stop,BH 4462 CR,Red,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-26 00:58:58,2023-09-26 12:20:58,682,564,164,384,46
6159,Chandni Chowk - Valpoi Bus Stand,BH 5325 EN,Red,MERCEDES BENZ,AC Executive,2023-09-13 23:06:53,2023-09-14 08:52:53,586,1306,18,402,55
6160,Raigad Bus Stop - Giridih Bus Terminal,BH 6389 UZ,Purple,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-17 06:18:14,2023-09-17 16:01:14,583,424,200,247,35
6161,Malappuram Bus Stand - Madhubani Bus Stand,BH 6655 SZ,Red,ASHOK LEYLAND,Non AC Sleeper,2023-09-06 22:08:37,2023-09-07 07:33:37,565,269,274,219,48
6162,Ratlam Bus Terminal - Bengaluru Majestic Bus Station,BH 2835 FW,Purple,BYD COMPANY LTD,Non AC Sleeper,2023-09-26 08:51:00,2023-09-26 17:15:00,504,417,95,221,36
6163,Chikkamagaluru Bus Terminal - Panchkula Junction,BH 0868 LF,Pink,BLUE BIRD CORPORATION,AC Executive,2023-09-23 10:44:45,2023-09-23 19:22:45,518,1327,240,35,54
6164,Nayagarh Bus Stand - Rajiv Chowk,BH 4202 WH,Grey,BYD COMPANY LTD,AC Sleeper,2023-10-03 19:01:17,2023-10-04 05:40:17,639,582,468,0,42
6165,Tohana Stand - Gulmarg Bus Stand,BH 0561 MS,Black,TATA MOTORS,AC Sleeper,2023-09-10 13:48:04,2023-09-10 22:58:04,550,538,40,159,53
6166,Mandsaur Bus Depot - Eluru Bus Complex,BH 8323 GX,Purple,SOLARIS,AC Executive,2023-09-08 19:44:45,2023-09-09 04:16:45,512,1124,93,352,51
6167,Kullu Bus Depot - Erode Bus Terminus,BH 9934 BH,Purple,ASHOK LEYLAND,Non AC Executive,2023-10-16 09:18:57,2023-10-16 19:52:57,634,997,164,129,53
6168,Aligarh Stand - Madhubani Bus Stand,BH 5148 TQ,Grey,FORCE MOTORS,Non AC Sleeper,2023-09-09 20:56:18,2023-09-10 05:43:18,527,422,109,219,31
6169,Mahasamund Bus Depot - Rayagada Bus Stop,BH 8489 QK,Purple,FORCE MOTORS,AC Sleeper,2023-10-21 09:34:09,2023-10-21 21:23:09,709,658,447,467,34
6170,Jaipur Central Bus Station - Bareilly Bus Station,BH 0869 YG,Brown,BYD COMPANY LTD,AC Sleeper,2023-09-12 14:57:35,2023-09-13 01:56:35,659,616,41,108,46
6171,Kannur Central Bus Terminal - Jind Bus Depot,BH 9881 HD,Blue,FORCE MOTORS,AC Executive,2023-09-14 20:51:58,2023-09-15 05:59:58,548,1226,269,29,49
6172,Kothamangalam Bus Station - Begusarai Bus Stand,BH 4409 BN,Purple,SOLARIS,Non AC Sleeper,2023-10-29 19:37:24,2023-10-30 04:53:24,556,475,276,212,48
6173,Jodhpur Bus Stand - Bengaluru Majestic Bus Station,BH 8710 RC,White,BYD COMPANY LTD,AC Sleeper,2023-10-19 05:27:49,2023-10-19 14:14:49,527,733,42,221,38
6174,Cooch Behar Bus Station - Puri Bus Terminal,BH 2702 KB,Pink,BLUE BIRD CORPORATION,AC Executive,2023-09-13 16:31:45,2023-09-14 03:04:45,633,1158,387,458,49
6175,Kargil Bus Stop - Curchorem Bus Stand,BH 3060 IX,Green,SOLARIS,AC Sleeper,2023-09-06 04:42:29,2023-09-06 15:50:29,668,533,155,398,54
6176,Chittorgarh Stand - Zunheboto Bus Terminal,BH 6205 UG,Blue,MERCEDES BENZ,AC Executive,2023-10-26 16:20:29,2023-10-27 00:24:29,484,1078,51,408,51
6177,Bareilly Bus Station - Pune Swargate Bus Stand,BH 8076 DB,Pink,EICHER MOTORS,Non AC Executive,2023-09-02 13:56:17,2023-09-02 22:13:17,497,810,108,182,50
6178,Agartala Bus Stand - Chittorgarh Stand,BH 4208 TE,Brown,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-08 03:35:35,2023-09-08 12:16:35,521,569,421,71,35
6179,Adilabad Bus Stand - Alappuzha Bus Stand,BH 7698 PY,Green,BLUE BIRD CORPORATION,AC Sleeper,2023-10-05 00:56:54,2023-10-05 11:06:54,610,559,331,266,49
6180,Punalur Bus Stand - Raigarh Bus Stand,BH 8591 XU,Brown,MERCEDES BENZ,Non AC Executive,2023-09-03 09:33:35,2023-09-03 18:02:35,509,863,280,442,38
6181,Amravati Bus Stand - Khargone Bus Stand,BH 0249 TT,Brown,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-09 09:27:59,2023-09-09 17:46:59,499,962,189,97,49
6182,Cuttack Badambadi Bus Stand - Yadadri Bus Station,BH 1039 ZH,Blue,ASHOK LEYLAND,AC Executive,2023-10-26 02:30:08,2023-10-26 14:11:08,701,1016,457,339,53
6183,Pune Swargate Bus Stand - Karimnagar Bus Station,BH 9135 WP,Yellow,VOLVO BUSES,AC Executive,2023-10-22 20:45:30,2023-10-23 07:43:30,658,1480,182,325,31
6184,Kota Bus Stand - Jamui Bus Stop,BH 5492 KS,Green,VOLVO BUSES,AC Sleeper,2023-09-27 04:45:04,2023-09-27 14:43:04,598,520,65,216,40
6185,Dewas Bus Depot - Leh Bus Stand,BH 8602 RD,Pink,VOLVO BUSES,AC Executive,2023-10-16 03:05:13,2023-10-16 11:41:13,516,1079,100,154,44
6186,Shahjahanpur Depot - Sikar Road Junction,BH 7144 HD,Pink,FORCE MOTORS,Non AC Executive,2023-09-15 23:05:14,2023-09-16 10:06:14,661,903,115,48,46
6187,Ongole Bus Stand - Dharmanagar Bus Stop,BH 6282 IP,Purple,BYD COMPANY LTD,Non AC Sleeper,2023-10-13 18:44:15,2023-10-14 02:57:15,493,491,353,425,44
6188,Rajahmundry Bus Complex - Kakinada Bus Depot,BH 4905 CY,Brown,ASHOK LEYLAND,AC Sleeper,2023-09-08 01:35:40,2023-09-08 11:36:40,601,551,347,348,35
6189,Anand Bus Stop - Sagar Bus Depot,BH 0624 IC,Yellow,FORCE MOTORS,Non AC Executive,2023-10-14 17:44:57,2023-10-15 05:21:57,697,938,289,86,38
6190,Nani Daman Bus Stand - Ambikapur Bus Stand,BH 5027 JP,Yellow,ASHOK LEYLAND,AC Executive,2023-10-11 17:30:36,2023-10-12 04:07:36,637,1048,435,445,53
6191,Sasaram Bus Stand - Nagaur Terminal,BH 7790 FD,Red,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-20 17:44:24,2023-09-21 01:45:24,481,666,213,60,31
